ticker,title,result,outcome,resolution_month,liquidity_bucket,timepoint,target_ts,candle_end_ts,time_diff_seconds,implied_prob,matched,squared_error,absolute_error
KXNHLGOAL-25DEC20DETWSH-WSHDSTROME17,DET Red Wings at WSH Capitals: Anytime Goal: Dylan Strome,no,0.0,2025-12,low,last_preclose,1766262723,1766253600.0,9123.0,0.27,True,0.0729,0.27
KXNHLGOAL-25DEC28TORDET-DETASANDINPELLIKKA44,TOR Maple Leafs at DET Red Wings: Anytime Goal: Axel Sandin-Pellikka,no,0.0,2025-12,low,last_preclose,1766983256,1766977200.0,6056.0,0.96,True,0.9216,0.96
KXSERIEASPREAD-25DEC14BFCJUV-BFC1,Bologna wins by over 1.5 goals?,no,0.0,2025-12,low,last_preclose,1765748452,1765746000.0,2452.0,0.13,True,0.016900000000000002,0.13
KXCRICKETT20IMATCH-25DEC09PHIMAL-PHI,Malaysia vs Philippines Winner?,no,0.0,2025-12,mid,last_preclose,1765294808,1765278000.0,16808.0,0.02,True,0.0004,0.02
KXDARTSMATCH-25DEC29JCLAAHAR-AHAR,Will Andreas Harrysson win the Jonny Clayton vs Andreas Harrysson darts match?,no,0.0,2025-12,mid,last_preclose,1767108586,1767106800.0,1786.0,0.97,True,0.9409,0.97
KXEPLTOTAL-25DEC30NFOEVE-1,Everton at Nottingham: Totals,yes,1.0,2025-12,mid,last_preclose,1767129916,1767128400.0,1516.0,0.55,True,0.20249999999999996,0.44999999999999996
KXMRBEASTMENTION-25DEC30-SPED,What will MrBeast say during Next MrBeast Youtube Video?,yes,1.0,2025-12,mid,last_preclose,1765076327,1765044000.0,32327.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBASPREAD-25DEC03DETMIL-MIL6,Milwaukee wins by over 6.5 Points?,no,0.0,2025-12,mid,last_preclose,1764820471,1764817200.0,3271.0,0.04,True,0.0016,0.04
KXNBASPREAD-25DEC28BOSPOR-BOS18,Boston wins by over 18.5 Points?,no,0.0,2025-12,mid,last_preclose,1766973006,1766970000.0,3006.0,0.01,True,0.0001,0.01
KXNBATOTAL-25DEC06NOPBKN-211,New Orleans at Brooklyn: Total Points,yes,1.0,2025-12,mid,last_preclose,1765067083,1765065600.0,1483.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-25DEC02CONNKU-KU2,Kansas wins by over 2.5 Points?,no,0.0,2025-12,mid,last_preclose,1764737089,1764734400.0,2689.0,0.1,True,0.010000000000000002,0.1
KXNCAAMBSPREAD-25DEC05CINXAV-XAV7,Xavier wins by over 7.5 Points?,no,0.0,2025-12,mid,last_preclose,1764990289,1764990000.0,289.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25DEC13UTSACOLO-COLO12,Colorado wins by over 12.5 Points?,yes,1.0,2025-12,mid,last_preclose,1765670154,1765666800.0,3354.0,0.67,True,0.10889999999999997,0.32999999999999996
KXNCAAMBSPREAD-25DEC21UNCAUAB-UAB2,UAB wins by over 2.5 Points?,yes,1.0,2025-12,mid,last_preclose,1766354779,1766354400.0,379.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-25DEC29JKSTTCU-TCU21,TCU wins by over 21.5 Points?,yes,1.0,2025-12,mid,last_preclose,1767066892,1767063600.0,3292.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC02TENNSYR-136,Tennessee at Syracuse: Total Points,no,0.0,2025-12,mid,last_preclose,1764730270,1764727200.0,3070.0,0.24,True,0.0576,0.24
KXNCAAMBTOTAL-25DEC03INDMINN-126,Indiana at Minnesota: Total Points,yes,1.0,2025-12,mid,last_preclose,1764816932,1764813600.0,3332.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC13MHUDAV-128,Mercyhurst at Davidson: Total Points,no,0.0,2025-12,mid,last_preclose,1765660619,1765659600.0,1019.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25DEC13MSUPSU-138,Michigan St. at Penn St.: Total Points,yes,1.0,2025-12,mid,last_preclose,1765654011,1765652400.0,1611.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC16UNCOTTU-156,Northern Colorado at Texas Tech: Total Points,yes,1.0,2025-12,mid,last_preclose,1765942231,1765940400.0,1831.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC21COFCNKU-151,Charleston at Northern Kentucky: Total Points,yes,1.0,2025-12,mid,last_preclose,1766345218,1766343600.0,1618.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC22USDWASH-153,San Diego at Washington: Total Points,no,0.0,2025-12,mid,last_preclose,1766467815,1766466000.0,1815.0,0.01,True,0.0001,0.01
KXNFLANYTD-25DEC21CINMIA-MIAMWASHINGTON6,Cincinnati at Miami: Anytime Touchdown Scorer: Malik Washington,yes,1.0,2025-12,mid,last_preclose,1766343921,1766340000.0,3921.0,0.17,True,0.6889,0.83
KXNFLPASSTDS-25DEC21NEBAL-BALLJACKSON8-2,Lamar Jackson records 2+ passing touchdowns,no,0.0,2025-12,mid,last_preclose,1766378983,1766372400.0,6583.0,0.04,True,0.0016,0.04
KXNFLPASSTDS-25DEC28ARICIN-CINJBURROW9-3,Joe Burrow records 3+ passing touchdowns,no,0.0,2025-12,mid,last_preclose,1766957449,1766955600.0,1849.0,0.37,True,0.1369,0.37
KXNFLREC-25DEC14BALCIN-CINCBROWN30-4,Chase Brown records 4+ receptions,yes,1.0,2025-12,mid,last_preclose,1765747274,1765738800.0,8474.0,0.53,True,0.22089999999999999,0.47
KXNFLREC-25DEC25DALWAS-WASDSAMUEL1-6,Deebo Samuel records 6+ receptions,no,0.0,2025-12,mid,last_preclose,1766698805,1766692800.0,6005.0,0.31,True,0.0961,0.31
KXNFLRECYDS-25DEC21JACDEN-DENPBRYANT13-20,Pat Bryant records 20+ receiving yards,yes,1.0,2025-12,mid,last_preclose,1766364584,1766361600.0,2984.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLRSHYDS-25DEC21KCTEN-KCKHUNT29-29,Kareem Hunt records 29+ rushing yards,no,0.0,2025-12,mid,last_preclose,1766352302,1766340000.0,12302.0,0.53,True,0.28090000000000004,0.53
KXNFLRSHYDS-25DEC28NYGLV-LVGSMITH7-40,Geno Smith records 40+ rushing yards,no,0.0,2025-12,mid,last_preclose,1766967312,1766966400.0,912.0,0.01,True,0.0001,0.01
KXNFLTOTAL-25DEC14LVPHI-51,Las Vegas at Philadelphia: Total Points,no,0.0,2025-12,mid,last_preclose,1765745772,1765742400.0,3372.0,0.01,True,0.0001,0.01
KXNHLFIRSTGOAL-25DEC29BOSCGY-BOSPZACHA18,BOS Bruins at CGY Flames: First Goal: Pavel Zacha,no,0.0,2025-12,mid,last_preclose,1767076352,1767063600.0,12752.0,0.05,True,0.0025000000000000005,0.05
KXNHLGOAL-25DEC23CGYEDM-EDMLDRAISAITL29,CGY Flames at EDM Oilers: Anytime Goal: Leon Draisaitl,yes,1.0,2025-12,mid,last_preclose,1766552561,1766548800.0,3761.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNHLGOAL-25DEC23PHICHI-CHITBERTUZZI59,PHI Flyers at CHI Blackhawks: Anytime Goal: Tyler Bertuzzi,no,0.0,2025-12,mid,last_preclose,1766552559,1766538000.0,14559.0,0.36,True,0.1296,0.36
KXNHLSPREAD-25DEC27COLVGK-VGK2,Vegas wins by over 2.5 goals?,no,0.0,2025-12,mid,last_preclose,1766903406,1766901600.0,1806.0,0.01,True,0.0001,0.01
KXNHLSPREAD-25DEC27EDMCGY-CGY2,Calgary wins by over 2.5 goals?,no,0.0,2025-12,mid,last_preclose,1766902180,1766901600.0,580.0,0.01,True,0.0001,0.01
KXRANKLISTSONGTOP10-25DEC20-HOL,"Will A Holly Jolly Christmas be Top 10 on the Billboard Hot 100 chart for the week of December 20, 2025?",no,0.0,2025-12,mid,last_preclose,1765904075,1765789200.0,114875.0,0.06,True,0.0036,0.06
KXSERIEATOTAL-25DEC06INTCOM-2,Como at Inter: Totals,yes,1.0,2025-12,mid,last_preclose,1765047614,1765047600.0,14.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXUCLSPREAD-25DEC10LEVNEW-NEW1,Newcastle wins by over 1.5 goals?,no,0.0,2025-12,mid,last_preclose,1765403696,1765400400.0,3296.0,0.02,True,0.0004,0.02
KXBUNDESLIGATOTAL-26JAN13VFBSGE-3,Frankfurt at Stuttgart: Totals,yes,1.0,2026-01,high,last_preclose,1768331998,1768330800.0,1198.0,0.67,True,0.10889999999999997,0.32999999999999996
KXCRICKETT20IMATCH-26JAN26ITAIRL-ITA,Ireland vs Italy Winner?,yes,1.0,2026-01,high,last_preclose,1769456982,1769450400.0,6582.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXCS2MAP-26JAN13ASTFNC-1-AST,Will Astralis win map 1 in the Astralis vs. fnatic match?,no,0.0,2026-01,high,last_preclose,1768326585,1768323600.0,2985.0,0.95,True,0.9025,0.95
KXDPWORLDTOUR-HEDDC26-RFOX,Will Ryan Fox win the Hero Dubai Desert Classic?,no,0.0,2026-01,high,last_preclose,1769362384,1769266800.0,95584.0,0.01,True,0.0001,0.01
KXEREDIVISIEGAME-26JAN11TELAJA-TEL,Telstar vs Ajax Winner?,no,0.0,2026-01,high,last_preclose,1768146060,1768143600.0,2460.0,0.01,True,0.0001,0.01
KXFIBACHAMPLEAGUEGAME-26JAN08CHAPRO-PRO,Elan Chalon at Promitheas Patras BC Winner?,no,0.0,2026-01,high,last_preclose,1767904519,1767902400.0,2119.0,0.1,True,0.010000000000000002,0.1
KXLALIGATOTAL-26JAN24SEVATH-1,Bilbao at Sevilla: Totals,yes,1.0,2026-01,high,last_preclose,1769280603,1769277600.0,3003.0,0.54,True,0.21159999999999995,0.45999999999999996
KXLIGUE1GAME-26JAN17RCLAUX-TIE,Lens vs Auxerre Winner?,no,0.0,2026-01,high,last_preclose,1768672793,1768669200.0,3593.0,0.36,True,0.1296,0.36
KXLOLGAME-26JAN26JDGBLG-JDG,Will JD Gaming win the JD Gaming vs. Bilibili Gaming League of Legends match?,yes,1.0,2026-01,high,last_preclose,1769436583,1769436000.0,583.0,0.88,True,0.0144,0.12
KXNBAGAME-26JAN07LALSAS-LAL,Los Angeles L at San Antonio Winner?,no,0.0,2026-01,high,last_preclose,1767849352,1767848400.0,952.0,0.01,True,0.0001,0.01
KXNBAGAME-26JAN25SACDET-DET,Sacramento at Detroit Winner?,yes,1.0,2026-01,high,last_preclose,1769382031,1769382000.0,31.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBASPREAD-26JAN01HOUBKN-HOU16,Houston wins by over 16.5 Points?,yes,1.0,2026-01,high,last_preclose,1767317447,1767315600.0,1847.0,0.84,True,0.02560000000000001,0.16000000000000003
KXNBASPREAD-26JAN07LALSAS-SAS13,San Antonio wins by over 13.5 Points?,yes,1.0,2026-01,high,last_preclose,1767849513,1767848400.0,1113.0,0.8,True,0.03999999999999998,0.19999999999999996
KXNBASPREAD-26JAN18ORLMEM-MEM4,Memphis wins by over 4.5 Points?,yes,1.0,2026-01,high,last_preclose,1768765048,1768762800.0,2248.0,0.95,True,0.0025000000000000044,0.050000000000000044
KXNBATOTAL-26JAN09NYKPHX-227,New York at Phoenix: Total Points,no,0.0,2026-01,high,last_preclose,1768020445,1768017600.0,2845.0,0.67,True,0.4489000000000001,0.67
KXNBATOTAL-26JAN10SASBOS-229,San Antonio at Boston: Total Points,no,0.0,2026-01,high,last_preclose,1768103132,1768100400.0,2732.0,0.02,True,0.0004,0.02
KXNBATOTAL-26JAN11SASMIN-232,San Antonio at Minnesota: Total Points,no,0.0,2026-01,high,last_preclose,1768185592,1768183200.0,2392.0,0.05,True,0.0025000000000000005,0.05
KXNBATOTAL-26JAN14DENDAL-226,Denver at Dallas: Total Points,yes,1.0,2026-01,high,last_preclose,1768454007,1768453200.0,807.0,0.7,True,0.09000000000000002,0.30000000000000004
KXNBATOTAL-26JAN24LALDAL-242,Los Angeles L at Dallas: Total Points,no,0.0,2026-01,high,last_preclose,1769314884,1769313600.0,1284.0,0.1,True,0.010000000000000002,0.1
KXNCAAMBGAME-26JAN03UVMUNH-UNH,Vermont at New Hampshire Winner?,no,0.0,2026-01,high,last_preclose,1767470957,1767470400.0,557.0,0.01,True,0.0001,0.01
KXNCAAMBGAME-26JAN07SLUVCU-SLU,Saint Louis at VCU Winner?,yes,1.0,2026-01,high,last_preclose,1767842464,1767841200.0,1264.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBGAME-26JAN17LMCCHS-LMC,Le Moyne at Chicago St. Winner?,yes,1.0,2026-01,high,last_preclose,1768685217,1768683600.0,1617.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBGAME-26JAN24YALEPENN-YALE,Yale at Penn Winner?,yes,1.0,2026-01,high,last_preclose,1769289834,1769288400.0,1434.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-26JAN08SFLMU-SF1,San Francisco wins by over 1.5 Points?,no,0.0,2026-01,high,last_preclose,1767942010,1767942000.0,10.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-26JAN14IONARID-IONA7,Iona wins by over 7.5 Points?,no,0.0,2026-01,high,last_preclose,1768444584,1768442400.0,2184.0,0.1,True,0.010000000000000002,0.1
KXNCAAMBSPREAD-26JAN17GTNCST-NCST6,North Carolina St. wins by over 6.5 Points?,no,0.0,2026-01,high,last_preclose,1768678246,1768676400.0,1846.0,0.02,True,0.0004,0.02
KXNCAAMBSPREAD-26JAN20SJSUNEV-NEV31,Nevada wins by over 31.5 Points?,yes,1.0,2026-01,high,last_preclose,1768972810,1768971600.0,1210.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-26JAN08PEPPUSD-144,Pepperdine at San Diego: Total Points,yes,1.0,2026-01,high,last_preclose,1767934255,1767931200.0,3055.0,0.5,True,0.25,0.5
KXNCAAMBTOTAL-26JAN10USUBSU-147,Utah St. at Boise St.: Total Points,yes,1.0,2026-01,high,last_preclose,1768112473,1768104000.0,8473.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-26JAN24AMCCIW-128,Texas A&M-Corpus Christi at Incarnate Word: Total Points,yes,1.0,2026-01,high,last_preclose,1769297531,1769295600.0,1931.0,0.62,True,0.1444,0.38
KXNCAAWBGAME-26JAN01FLATENN-FLA,Florida at Tennessee Winner?,no,0.0,2026-01,high,last_preclose,1767302765,1767301200.0,1565.0,0.01,True,0.0001,0.01
KXNCAAWBGAME-26JAN16CPHAW-CP,Cal Poly at Hawai'i Winner?,no,0.0,2026-01,high,last_preclose,1768546825,1768546800.0,25.0,0.01,True,0.0001,0.01
KXNCAAWBGAME-26JAN22CCSUFDU-CCSU,Central Connecticut St. at FDU Winner?,no,0.0,2026-01,high,last_preclose,1769136783,1769133600.0,3183.0,0.01,True,0.0001,0.01
KXNEXTNFLCOACH-MIA26-KKIN,Who will be the next Head Coach of the Miami Pro Football Team?,no,0.0,2026-01,high,last_preclose,1768922018,1768838400.0,83618.0,0.01,True,0.0001,0.01
KXNFLANYTD-26JAN04INDHOU-HOUJHIGGINS81,Indianapolis at Houston: Anytime Touchdown Scorer: Jayden Higgins,yes,1.0,2026-01,high,last_preclose,1767552908,1767549600.0,3308.0,0.33,True,0.4488999999999999,0.6699999999999999
KXNFLANYTD-26JAN10GBCHI-CHIKMONANGAI25,Green Bay at Chicago: Anytime Touchdown Scorer: Kyle Monangai,no,0.0,2026-01,high,last_preclose,1768108476,1768107600.0,876.0,0.01,True,0.0001,0.01
KXNFLPASSYDS-26JAN18HOUNE-HOUCSTROUD7-275,C.J. Stroud: 275+ passing yards,no,0.0,2026-01,high,last_preclose,1768779273,1768777200.0,2073.0,0.14,True,0.019600000000000003,0.14
KXNFLRECYDS-26JAN12HOUPIT-HOUWMARKS27-20,Woody Marks records 20+ receiving yards,no,0.0,2026-01,high,last_preclose,1768278872,1768276800.0,2072.0,0.02,True,0.0004,0.02
KXNFLRSHYDS-26JAN11LACNE-NETHENDERSON32-60,TreVeyon Henderson records 60+ rushing yards,no,0.0,2026-01,high,last_preclose,1768191874,1768190400.0,1474.0,0.04,True,0.0016,0.04
KXNFLTEAMTOTAL-26JAN25NEDEN-NE26,New England at Denver: Team Totals: New England,no,0.0,2026-01,high,last_preclose,1769382672,1769382000.0,672.0,0.01,True,0.0001,0.01
KXNFLTOTAL-26JAN04NOATL-40,New Orleans at Atlanta: Total Points,no,0.0,2026-01,high,last_preclose,1767562262,1767560400.0,1862.0,0.1,True,0.010000000000000002,0.1
KXNHLGAME-26JAN24FLAMIN-FLA,Florida at Minnesota Winner?,yes,1.0,2026-01,high,last_preclose,1769318080,1769317200.0,880.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXPGATOUR-SOOIH26-JSPA,Will J.J. Spaun win the Sony Open in Hawaii?,no,0.0,2026-01,high,last_preclose,1768794453,1768791600.0,2853.0,0.01,True,0.0001,0.01
KXPGATOUR-THAE26-ZDOU,Will Zecheng Dou win the The American Express?,no,0.0,2026-01,high,last_preclose,1769385727,1769184000.0,201727.0,0.01,True,0.0001,0.01
KXSAUDIPLGAME-26JAN09KHADAM-DAM,Al-Khaleej vs Damac Winner?,no,0.0,2026-01,high,last_preclose,1767971434,1767970800.0,634.0,0.01,True,0.0001,0.01
KXSCOTTISHPREMGAME-26JAN24FALHIB-FAL,Falkirk vs Hibernian Winner?,yes,1.0,2026-01,high,last_preclose,1769274673,1769274000.0,673.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXUCLGAME-26JAN28NAPCFC-TIE,Napoli vs Chelsea Winner?,no,0.0,2026-01,high,last_preclose,1769637637,1769637600.0,37.0,0.01,True,0.0001,0.01
KXUFCFIGHT-26JAN24GAUPUL-PUL,"Will Andrey Pulyaev win the Gautier vs Pulyaev professional MMA fight scheduled for Jan 24, 2026?",no,0.0,2026-01,high,last_preclose,1769304971,1769302800.0,2171.0,0.12,True,0.0144,0.12
KXUFCFIGHT-26JAN24HOKFRE-HOK,"Will Josh Hokit win the Hokit vs Freeman professional MMA fight scheduled for Jan 24, 2026?",yes,1.0,2026-01,high,last_preclose,1769298732,1769295600.0,3132.0,0.72,True,0.07840000000000001,0.28
KXWTAMATCH-26JAN09MCCJUV-JUV,Will Kaja Juvan win the McNally vs Juvan : Qualification match?,no,0.0,2026-01,high,last_preclose,1768034792,1768032000.0,2792.0,0.08,True,0.0064,0.08
KXWTAMATCH-26JAN22SONPUT-SON,Will Zeynep Sonmez win the Sonmez vs Putintseva : Round Of 32 match?,no,0.0,2026-01,high,last_preclose,1769145365,1769144400.0,965.0,0.27,True,0.0729,0.27
KXATPEXACTMATCH-26JAN20OPEDAV-DAV31,Will Alejandro Davidovich Fokina win the Reilly Opelka vs Alejandro Davidovich Fokina match by a set score of 3-1,no,0.0,2026-01,low,last_preclose,1768977944,1768953600.0,24344.0,0.3,True,0.09,0.3
KXATPSETWINNER-26JAN19KHAMIC-1-KHA,Will Karen Khachanov win set 1 in the Karen Khachanov vs Alex Michelsen match,no,0.0,2026-01,low,last_preclose,1768879696,1768878000.0,1696.0,0.01,True,0.0001,0.01
KXCS2MAP-26JAN22IMPODK-1-IMP,Will Imperial win map 1 in the Imperial vs. ODDIK match?,yes,1.0,2026-01,low,last_preclose,1769105084,1769104800.0,284.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXFACUPADVANCE-26JAN09PVAFLE-FLE,Port Vale vs Fleetwood,no,0.0,2026-01,low,last_preclose,1767994811,1767992400.0,2411.0,0.16,True,0.0256,0.16
KXLOLTOTALMAPS-26JAN22GENFOX-3,Will over 2.5 maps be played in the Gen.G vs. BNK FEARX League of Legends match?,no,0.0,2026-01,low,last_preclose,1769087998,1769086800.0,1198.0,0.38,True,0.1444,0.38
KXNBA3PT-26JAN03PORSAS-SASDFOX4-1,De'Aaron Fox records 1+ threes,yes,1.0,2026-01,low,last_preclose,1767498873,1767470400.0,28473.0,0.94,True,0.0036000000000000064,0.06000000000000005
KXNBA3PT-26JAN08INDCHA-CHAKKNUEPPEL7-2,Kon Knueppel records 2+ threes,yes,1.0,2026-01,low,last_preclose,1767942276,1767927600.0,14676.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBA3PT-26JAN19UTASAS-SASSCASTLE5-1,Stephon Castle: 1+ threes,yes,1.0,2026-01,low,last_preclose,1768870820,1768867200.0,3620.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAAST-26JAN04MEMLAL-LALLDONCIC77-9,Luka Dončić records 9+ assists,no,0.0,2026-01,low,last_preclose,1767590670,1767578400.0,12270.0,0.45,True,0.2025,0.45
KXNBAAST-26JAN06ORLWAS-WASCMCCOLLUM3-4,CJ McCollum records 4+ assists,yes,1.0,2026-01,low,last_preclose,1767754878,1767751200.0,3678.0,0.97,True,0.0009000000000000016,0.030000000000000027
KXNBAAST-26JAN07MILGSW-GSWSCURRY30-8,Stephen Curry records 8+ assists,no,0.0,2026-01,low,last_preclose,1767850828,1767772800.0,78028.0,0.12,True,0.0144,0.12
KXNBAAST-26JAN15ATLPOR-ATLNALEXANDERWALKER7-2,Nickeil Alexander-Walker records 2+ assists,yes,1.0,2026-01,low,last_preclose,1768541988,1768536000.0,5988.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAAST-26JAN27DETDEN-DETCCUNNINGHAM2-14,Cade Cunningham: 14+ assists,no,0.0,2026-01,low,last_preclose,1769574871,1769572800.0,2071.0,0.34,True,0.11560000000000002,0.34
KXNBABLK-26JAN25TOROKC-OKCSGILGEOUSALEXANDER2-2,Shai Gilgeous-Alexander: 2+ blocks,yes,1.0,2026-01,low,last_preclose,1769396673,1769396400.0,273.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAPTS-26JAN03ATLTOR-ATLDDANIELS5-11,Dyson Daniels records 11+ points,yes,1.0,2026-01,low,last_preclose,1767499835,1767492000.0,7835.0,0.92,True,0.006399999999999993,0.07999999999999996
KXNBAPTS-26JAN11NYKPOR-NYKOANUNOBY8-20,OG Anunoby records 20+ points,yes,1.0,2026-01,low,last_preclose,1768182010,1768176000.0,6010.0,0.25,True,0.5625,0.75
KXNBAPTS-26JAN13ATLLAL-LALLDONCIC77-25,Luka Dončić records 25+ points,yes,1.0,2026-01,low,last_preclose,1768370388,1768366800.0,3588.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAPTS-26JAN19INDPHI-PHIVEDGECOMBE77-10,VJ Edgecombe: 10+ points,yes,1.0,2026-01,low,last_preclose,1768876784,1768874400.0,2384.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAPTS-26JAN21DETNOP-NOPTMURPHY25-30,Trey Murphy III: 30+ points,no,0.0,2026-01,low,last_preclose,1769052873,1769047200.0,5673.0,0.3,True,0.09,0.3
KXNBAREB-26JAN02SASIND-INDPSIAKAM43-10,Pascal Siakam records 10+ rebounds,no,0.0,2026-01,low,last_preclose,1767409483,1767409200.0,283.0,0.99,True,0.9801,0.99
KXNBAREB-26JAN10LACDET-LACIZUBAC40-12,Ivica Zubac records 12+ rebounds,no,0.0,2026-01,low,last_preclose,1768102792,1768093200.0,9592.0,0.35,True,0.12249999999999998,0.35
KXNBAREB-26JAN28ORLMIA-ORLPBANCHERO5-8,Paolo Banchero: 8+ rebounds,yes,1.0,2026-01,low,last_preclose,1769653491,1769648400.0,5091.0,0.72,True,0.07840000000000001,0.28
KXNBASTL-26JAN27SACNYK-SACDDEROZAN10-1,DeMar DeRozan: 1+ steals,no,0.0,2026-01,low,last_preclose,1769569248,1769522400.0,46848.0,0.67,True,0.4489000000000001,0.67
KXNCAAMBSPREAD-26JAN21UNCASCUS-SCUS18,USC Upstate wins by over 18.5 Points?,no,0.0,2026-01,low,last_preclose,1769044946,1769043600.0,1346.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-26JAN22USFUAB-UAB13,UAB wins by over 13.5 Points?,no,0.0,2026-01,low,last_preclose,1769135482,1769133600.0,1882.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-26JAN24MDMSU-MSU9,Michigan St. wins by over 9.5 Points?,yes,1.0,2026-01,low,last_preclose,1769282409,1769281200.0,1209.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-26JAN03CBUTARL-141,California Baptist at Tarleton St.: Total Points,yes,1.0,2026-01,low,last_preclose,1767487292,1767484800.0,2492.0,0.2,True,0.6400000000000001,0.8
KXNCAAMBTOTAL-26JAN10NCCUCOPP-145,North Carolina Central at Coppin St.: Total Points,yes,1.0,2026-01,low,last_preclose,1768112534,1768093200.0,19334.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-26JAN17MOSUMTU-134,Missouri St. at Middle Tennessee: Total Points,yes,1.0,2026-01,low,last_preclose,1768698707,1768698000.0,707.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-26JAN21GTWNVILL-137,Georgetown at Villanova: Total Points,no,0.0,2026-01,low,last_preclose,1769049817,1769047200.0,2617.0,0.01,True,0.0001,0.01
KXNHLAST-26JAN01WSHOTT-OTTTSTUTZLE18-1,Tim Stutzle records 1+ assists,yes,1.0,2026-01,low,last_preclose,1767301412,1767301200.0,212.0,0.98,True,0.0004000000000000007,0.020000000000000018
KXNHLFIRSTGOAL-26JAN15MTLBUF-BUFJZUCKER17,MTL Canadiens at BUF Sabres: First Goal: Jason Zucker,no,0.0,2026-01,low,last_preclose,1768532566,1768518000.0,14566.0,0.06,True,0.0036,0.06
KXNHLGOAL-25DEC31NJCBJ-CBJDSEVERSON78,NJ Devils at CBJ Blue Jackets: Anytime Goal: Damon Severson,no,0.0,2026-01,low,last_preclose,1767236609,1767229200.0,7409.0,0.14,True,0.019600000000000003,0.14
KXNHLGOAL-26JAN02MINANA-MINMZUCCARELLO36,MIN Wild at ANA Ducks: Anytime Goal: Mats Zuccarello,no,0.0,2026-01,low,last_preclose,1767421945,1767412800.0,9145.0,0.28,True,0.07840000000000001,0.28
KXNHLGOAL-26JAN07STLCHI-CHIRGREENE20,STL Blues at CHI Blackhawks: Anytime Goal: Ryan Greene,no,0.0,2026-01,low,last_preclose,1767850347,1767837600.0,12747.0,0.18,True,0.0324,0.18
KXNHLGOAL-26JAN15MTLBUF-BUFJDOAN91,MTL Canadiens at BUF Sabres: Anytime Goal: Josh Doan,yes,1.0,2026-01,low,last_preclose,1768539861,1768525200.0,14661.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNHLGOAL-26JAN19SJFLA-SJAWENNBERG21,Alexander Wennberg: Anytime Goalscorer,no,0.0,2026-01,low,last_preclose,1768878192,1768860000.0,18192.0,0.2,True,0.04000000000000001,0.2
KXNHLGOAL-26JAN20NYRLA-NYRALAFRENIERE13,Alexis Lafreniere: Anytime Goalscorer,no,0.0,2026-01,low,last_preclose,1768977108,1768968000.0,9108.0,0.18,True,0.0324,0.18
KXNHLGOAL-26JAN23NJVAN-VANLKARLSSON94,Linus Karlsson: Anytime Goalscorer,yes,1.0,2026-01,low,last_preclose,1769236239,1769230800.0,5439.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNHLGOAL-26JAN27NSHBOS-NSHROREILLY90,Ryan O'Reilly: Anytime Goalscorer,no,0.0,2026-01,low,last_preclose,1769569369,1769562000.0,7369.0,0.3,True,0.09,0.3
KXNHLPTS-25DEC31STLCOL-COLCMAKAR8-1,Cale Makar records 1+ points,yes,1.0,2026-01,low,last_preclose,1767243860,1767243600.0,260.0,0.99,True,0.00010000000000000018,0.010000000000000009
