ticker,title,result,outcome,resolution_month,liquidity_bucket,timepoint,target_ts,candle_end_ts,time_diff_seconds,implied_prob,matched,squared_error,absolute_error
KXNCAAMBSPREAD-25NOV15WMSJU-SJU37,St. John's wins by over 37.5 Points?,no,0.0,2025-11,low,last_preclose,1763256613,1763254800.0,1813.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25NOV17RICETENN-TENN12,Tennessee wins by over 12.5 Points?,yes,1.0,2025-11,low,last_preclose,1763438684,1763438400.0,284.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-25NOV18SACUCLA-UCLA39,UCLA wins by over 39.5 Points?,no,0.0,2025-11,low,last_preclose,1763533472,1763532000.0,1472.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25NOV18UTMFSU-FSU7,Florida St. wins by over 7.5 Points?,yes,1.0,2025-11,low,last_preclose,1763522436,1763521200.0,1236.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-25NOV20TROYUSC-USC28,USC wins by over 28.5 Points?,no,0.0,2025-11,low,last_preclose,1763708074,1763701200.0,6874.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25NOV21USUTULN-USU23,Utah St. wins by over 23.5 Points?,no,0.0,2025-11,low,last_preclose,1763759764,1763755200.0,4564.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25NOV22PROVPSU-PROV10,Providence wins by over 10.5 Points?,yes,1.0,2025-11,low,last_preclose,1763856007,1763856000.0,7.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-25NOV24GWMTU-MTU8,Middle Tennessee wins by over 8.5 Points?,no,0.0,2025-11,low,last_preclose,1764033910,1764028800.0,5110.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25NOV27ARKDUKE-ARK4,Arkansas wins by over 4.5 Points?,no,0.0,2025-11,low,last_preclose,1764301791,1764298800.0,2991.0,0.03,True,0.0009,0.03
KXNCAAMBSPREAD-25NOV28PROVFLA-PROV1,Providence wins by over 1.5 Points?,no,0.0,2025-11,low,last_preclose,1764370526,1764367200.0,3326.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25NOV08PACNEV-143,Pacific at Nevada: Total Points,yes,1.0,2025-11,low,last_preclose,1762669167,1762668000.0,1167.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25NOV08PROVVT-154,Providence at Virginia Tech: Total Points,yes,1.0,2025-11,low,last_preclose,1762647907,1762646400.0,1507.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25NOV10NIUGC-176,Northern Illinois at Grand Canyon: Total Points,no,0.0,2025-11,low,last_preclose,1762836871,1762833600.0,3271.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25NOV11EIUND-141,Eastern Illinois at Notre Dame: Total Points,no,0.0,2025-11,low,last_preclose,1762916731,1762916400.0,331.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25NOV11MURRSMU-160,Murray St. at SMU: Total Points,yes,1.0,2025-11,low,last_preclose,1762920004,1762920000.0,4.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25NOV12UALRMARQ-158,Little Rock at Marquette: Total Points,no,0.0,2025-11,low,last_preclose,1763006696,1763002800.0,3896.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25NOV21PFWSLU-150,Purdue Fort Wayne at Saint Louis: Total Points,yes,1.0,2025-11,low,last_preclose,1763780746,1763780400.0,346.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25NOV28DEPGT-158,DePaul at Georgia Tech: Total Points,no,0.0,2025-11,low,last_preclose,1764386393,1764385200.0,1193.0,0.01,True,0.0001,0.01
KXNFLFIRSTTD-25NOV02LACTEN-TENEAYOMANOR5,Los Angeles C at Tennessee: First Touchdown Scorer: Elic Ayomanor,no,0.0,2025-11,low,last_preclose,1762110055,1762099200.0,10855.0,0.05,True,0.0025000000000000005,0.05
KXNFLPASSYDS-25NOV09PITLAC-PITARODGERS8-350,Aaron Rodgers records 350+ passing yards,no,0.0,2025-11,low,last_preclose,1762749871,1762740000.0,9871.0,0.05,True,0.0025000000000000005,0.05
KXNFLREC-25NOV13NYJNE-NESDIGGS8-6,Stefon Diggs records 6+ receptions,yes,1.0,2025-11,low,last_preclose,1763094577,1763092800.0,1777.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLREC-25NOV23MINGB-MINJJEFFERSON18-5,Justin Jefferson records 5+ receptions,no,0.0,2025-11,low,last_preclose,1763933187,1763924400.0,8787.0,0.66,True,0.43560000000000004,0.66
KXNFLREC-25NOV24CARSF-CARJSANDERS0-1,Ja'Tavion Sanders records 1+ receptions,yes,1.0,2025-11,low,last_preclose,1764044410,1764028800.0,15610.0,0.9,True,0.009999999999999995,0.09999999999999998
KXNFLRECYDS-25NOV02JACLV-JACPWASHINGTON11-50,Parker Washington records 50+ receiving yards,yes,1.0,2025-11,low,last_preclose,1762131971,1762128000.0,3971.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLRECYDS-25NOV16WASMIA-WASJBATES87-30,John Bates records 30+ receiving yards,no,0.0,2025-11,low,last_preclose,1763315700,1763294400.0,21300.0,0.21,True,0.04409999999999999,0.21
KXNFLRECYDS-25NOV23NYJBAL-BALZFLOWERS4-50,Zay Flowers records 50+ receiving yards,yes,1.0,2025-11,low,last_preclose,1763932844,1763931600.0,1244.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLRSHYDS-25NOV16BALCLE-BALLJACKSON8-50,Lamar Jackson records 50+ rushing yards,no,0.0,2025-11,low,last_preclose,1763340280,1763330400.0,9880.0,0.41,True,0.16809999999999997,0.41
KXPGATOUR-WOWTC25-BTHO,Will Braden Thornberry win the World Wide Technology Championship?,no,0.0,2025-11,low,last_preclose,1762731799,1762441200.0,290599.0,0.01,True,0.0001,0.01
KXVALPLIND-25-TNEM,Will Team Nemesis win the Predator League 2026: Indonesia?,no,0.0,2025-11,low,last_preclose,1763421263,1763334000.0,87263.0,0.79,True,0.6241000000000001,0.79
KXCDASEATS-25OCT29-B15,Will Christian Democratic Appeal (CDA) win below 15 seats in 2025 Dutch general election?,no,0.0,2025-11,mid,last_preclose,1762553937,1762362000.0,191937.0,0.01,True,0.0001,0.01
KXNBAPTS-25NOV26NYKCHA-NYKJBRUNSONPG-25,Jalen Brunson records 25+ points,yes,1.0,2025-11,mid,last_preclose,1764214478,1764208800.0,5678.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBASPREAD-25NOV11DENSAC-SAC7,Sacramento wins by over 7.5 Points?,no,0.0,2025-11,mid,last_preclose,1762930167,1762927200.0,2967.0,0.13,True,0.016900000000000002,0.13
KXNBATOTAL-25NOV03SACDEN-242,Sacramento at Denver: Total Points,yes,1.0,2025-11,mid,last_preclose,1762231498,1762228800.0,2698.0,0.78,True,0.04839999999999999,0.21999999999999997
KXNCAAFSPREAD-25NOV01PITTSTAN-PITT9,Pittsburgh wins by over 9.5 points?,yes,1.0,2025-11,mid,last_preclose,1762043750,1762041600.0,2150.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAFSPREAD-25NOV01WVUHOU-HOU10,Houston wins by over 10.5 points?,no,0.0,2025-11,mid,last_preclose,1762030331,1762027200.0,3131.0,0.01,True,0.0001,0.01
KXNCAAFSPREAD-25NOV22KSUUTAH-UTAH23,Utah wins by over 23.5 points?,no,0.0,2025-11,mid,last_preclose,1763862919,1763859600.0,3319.0,0.01,True,0.0001,0.01
KXNCAAFSPREAD-25NOV22MINNNW-NW17,Northwestern wins by over 17.5 points?,no,0.0,2025-11,mid,last_preclose,1763845909,1763841600.0,4309.0,0.01,True,0.0001,0.01
KXNCAAFSPREAD-25NOV22TENNFLA-FLA3,Florida wins by over 3.5 points?,no,0.0,2025-11,mid,last_preclose,1763873101,1763863200.0,9901.0,0.01,True,0.0001,0.01
KXNCAAFTOTAL-25NOV08KUARIZ-56,Kansas at Arizona: Total Points,no,0.0,2025-11,mid,last_preclose,1762649127,1762646400.0,2727.0,0.01,True,0.0001,0.01
KXNCAAFTOTAL-25NOV15MDILL-44,Maryland at Illinois: Total Points,no,0.0,2025-11,mid,last_preclose,1763254230,1763251200.0,3030.0,0.01,True,0.0001,0.01
KXNCAAFTOTAL-25NOV22NEVWYO-38,Nevada at Wyoming: Total Points,no,0.0,2025-11,mid,last_preclose,1763850982,1763848800.0,2182.0,0.4,True,0.16000000000000003,0.4
KXNCAAFTOTAL-25NOV29COLOKSU-45,Colorado at Kansas St.: Total Points,no,0.0,2025-11,mid,last_preclose,1764448316,1764442800.0,5516.0,0.12,True,0.0144,0.12
KXNCAAFTOTAL-25NOV29NDSTAN-41,Notre Dame at Stanford: Total Points,yes,1.0,2025-11,mid,last_preclose,1764492574,1764482400.0,10174.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-25NOV11MONTUNLV-UNLV3,UNLV wins by over 3.5 Points?,no,0.0,2025-11,mid,last_preclose,1762926571,1762923600.0,2971.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25NOV12CPCSU-CSU19,Colorado St. wins by over 19.5 Points?,no,0.0,2025-11,mid,last_preclose,1763009089,1763006400.0,2689.0,0.46,True,0.2116,0.46
KXNCAAMBSPREAD-25NOV12SIESBON-SBON10,St. Bonaventure wins by over 10.5 Points?,no,0.0,2025-11,mid,last_preclose,1763002818,1763002800.0,18.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25NOV24ASUTEX-TEX13,Texas wins by over 13.5 Points?,no,0.0,2025-11,mid,last_preclose,1764060273,1764054000.0,6273.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25NOV08UMBCDAY-162,UMBC at Dayton: Total Points,no,0.0,2025-11,mid,last_preclose,1762638339,1762635600.0,2739.0,0.44,True,0.1936,0.44
KXNCAAMBTOTAL-25NOV14UCFTXAM-170,UCF at Texas A&M: Total Points,no,0.0,2025-11,mid,last_preclose,1763178302,1763175600.0,2702.0,0.04,True,0.0016,0.04
KXNCAAMBTOTAL-25NOV21DETMSU-136,Detroit Mercy at Michigan St.: Total Points,yes,1.0,2025-11,mid,last_preclose,1763775974,1763773200.0,2774.0,0.46,True,0.2916,0.54
KXNCAAMBTOTAL-25NOV21USUTULN-161,Utah St. at Tulane: Total Points,yes,1.0,2025-11,mid,last_preclose,1763759776,1763755200.0,4576.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25NOV24LMUFAU-154,Loyola Marymount at Florida Atlantic: Total Points,no,0.0,2025-11,mid,last_preclose,1764044387,1764043200.0,1187.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25NOV28MIAGTWN-145,Miami (FL) at Georgetown: Total Points,no,0.0,2025-11,mid,last_preclose,1764383683,1764378000.0,5683.0,0.4,True,0.16000000000000003,0.4
KXNCAAMBTOTAL-25NOV28SMUMSST-164,SMU at Mississippi St.: Total Points,yes,1.0,2025-11,mid,last_preclose,1764384600,1764381600.0,3000.0,0.17,True,0.6889,0.83
KXNCAAWBGAME-25NOV20HOUUTRGV-HOU,Houston at UT Rio Grande Valley Winner?,yes,1.0,2025-11,mid,last_preclose,1763699116,1763694000.0,5116.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLANYTD-25NOV23PITCHI-CHIKMONANGAI25,Pittsburgh at Chicago: Anytime Touchdown Scorer: Kyle Monangai,yes,1.0,2025-11,mid,last_preclose,1763933485,1763931600.0,1885.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLFIRSTTD-25NOV30ARITB-TBCOTTON88,Arizona at Tampa Bay: First Touchdown Scorer: Cade Otton,no,0.0,2025-11,mid,last_preclose,1764537037,1764532800.0,4237.0,0.01,True,0.0001,0.01
KXNFLPASSTDS-25NOV23JACARI-ARIJBRISSETT7-2,Jacoby Brissett records 2+ passing touchdowns,no,0.0,2025-11,mid,last_preclose,1763945401,1763938800.0,6601.0,0.22,True,0.0484,0.22
KXNFLPASSTDS-25NOV30LACAR-LAMSTAFFORD9-3,Matthew Stafford records 3+ passing touchdowns,no,0.0,2025-11,mid,last_preclose,1764537023,1764536400.0,623.0,0.01,True,0.0001,0.01
KXNFLREC-25NOV09NOCAR-NOJJOHNSON83-2,Juwan Johnson records 2+ receptions,yes,1.0,2025-11,mid,last_preclose,1762722593,1762718400.0,4193.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLRECYDS-25NOV30LACAR-LADALLEN87-20,Davis Allen records 20+ receiving yards,no,0.0,2025-11,mid,last_preclose,1764537035,1764536400.0,635.0,0.01,True,0.0001,0.01
KXNFLRSHYDS-25NOV20BUFHOU-BUFJALLEN17-20,Josh Allen records 20+ rushing yards,yes,1.0,2025-11,mid,last_preclose,1763700292,1763697600.0,2692.0,0.98,True,0.0004000000000000007,0.020000000000000018
KXNHLSPREAD-25NOV01CHIEDM-EDM2,Edmonton wins by over 2.5 goals?,no,0.0,2025-11,mid,last_preclose,1762059618,1762059600.0,18.0,0.01,True,0.0001,0.01
KXNHLSPREAD-25NOV02CGYPHI-CGY1,Calgary wins by over 1.5 goals?,no,0.0,2025-11,mid,last_preclose,1762139114,1762138800.0,314.0,0.01,True,0.0001,0.01
KXNHLSPREAD-25NOV08DALNSH-NSH1,Nashville wins by over 1.5 goals?,no,0.0,2025-11,mid,last_preclose,1762644898,1762642800.0,2098.0,0.01,True,0.0001,0.01
KXNHLSPREAD-25NOV28NJBUF-BUF1,Buffalo wins by over 1.5 goals?,no,0.0,2025-11,mid,last_preclose,1764375917,1764374400.0,1517.0,0.01,True,0.0001,0.01
KXNHLTOTAL-25NOV24CBJWSH-6,Columbus vs Washington: Total Points,no,0.0,2025-11,mid,last_preclose,1764039306,1764036000.0,3306.0,0.4,True,0.16000000000000003,0.4
KXBUNDESLIGASPREAD-25DEC06VFBBMU-BMU1,Bayern Munich wins by over 1.5 goals?,yes,1.0,2025-12,high,last_preclose,1765038653,1765036800.0,1853.0,0.39,True,0.3721,0.61
KXCFPSEED-25-2ND-OSU,College Football Playoffs: 2 Seed,yes,1.0,2025-12,high,last_preclose,1765130358,1765126800.0,3558.0,0.21,True,0.6241000000000001,0.79
KXEPLTOTAL-25DEC13CFCEVE-2,Everton at Chelsea: Totals,no,0.0,2025-12,high,last_preclose,1765644909,1765641600.0,3309.0,0.75,True,0.5625,0.75
KXEREDIVISIEGAME-25DEC07FCUTWE-TIE,Utrecht vs Enschede Winner?,yes,1.0,2025-12,high,last_preclose,1765119957,1765116000.0,3957.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXEREDIVISIEGAME-25DEC20HERHEE-HEE,Heracles Almelo vs Heerenveen Winner?,yes,1.0,2025-12,high,last_preclose,1766252132,1766250000.0,2132.0,0.76,True,0.0576,0.24
KXJPAULWALKOUT-25DEC20-RATCT,"Will Jake Paul's walkout song be Rockin' Around the Christmas Tree at Jake Paul vs. Anthony Joshua boxing match originally scheduled for Dec 19, 2025",no,0.0,2025-12,high,last_preclose,1766208386,1766206800.0,1586.0,0.01,True,0.0001,0.01
KXLIGAMXGAME-25DEC03MONTOL-MON,Monterrey vs Toluca Winner?,yes,1.0,2025-12,high,last_preclose,1764825621,1764824400.0,1221.0,0.87,True,0.016900000000000002,0.13
KXNBASPREAD-25DEC01PHXLAL-PHX1,Phoenix wins by over 1.5 Points?,yes,1.0,2025-12,high,last_preclose,1764653977,1764651600.0,2377.0,0.94,True,0.0036000000000000064,0.06000000000000005
KXNBASPREAD-25DEC18GSWPHX-PHX2,Phoenix wins by over 2.5 Points?,no,0.0,2025-12,high,last_preclose,1766122466,1766120400.0,2066.0,0.01,True,0.0001,0.01
KXNBASPREAD-25DEC20BOSTOR-TOR5,Toronto wins by over 5.5 Points?,no,0.0,2025-12,high,last_preclose,1766284486,1766282400.0,2086.0,0.09,True,0.0081,0.09
KXNBATOTAL-25DEC03SASORL-221,San Antonio at Orlando: Total Points,yes,1.0,2025-12,high,last_preclose,1764816290,1764813600.0,2690.0,0.38,True,0.3844,0.62
KXNBATOTAL-25DEC15HOUDEN-221,Houston at Denver: Total Points,yes,1.0,2025-12,high,last_preclose,1765863577,1765861200.0,2377.0,0.79,True,0.044099999999999986,0.20999999999999996
KXNBATOTAL-25DEC23TORMIA-228,Toronto at Miami: Total Points,no,0.0,2025-12,high,last_preclose,1766545844,1766545200.0,644.0,0.01,True,0.0001,0.01
KXNCAAFB12-25-BYU,College Football Big 12 Championship Winner?,no,0.0,2025-12,high,last_preclose,1765053668,1765051200.0,2468.0,0.01,True,0.0001,0.01
KXNCAAFTOTAL-25DEC17ULLDEL-49,Louisiana at Delaware: Total Points,no,0.0,2025-12,high,last_preclose,1766036384,1766034000.0,2384.0,0.01,True,0.0001,0.01
KXNCAAMBGAME-25DEC13MEMLOU-MEM,Memphis at Louisville Winner?,no,0.0,2025-12,high,last_preclose,1765667584,1765666800.0,784.0,0.01,True,0.0001,0.01
KXNCAAMBGAME-25DEC16BELEVAN-BEL,Belmont at Evansville Winner?,yes,1.0,2025-12,high,last_preclose,1765941344,1765940400.0,944.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-25DEC10FDUFOR-FOR25,Fordham wins by over 25.5 Points?,no,0.0,2025-12,high,last_preclose,1765419337,1765418400.0,937.0,0.02,True,0.0004,0.02
KXNCAAMBSPREAD-25DEC23VILLHALL-VILL1,Villanova wins by over 1.5 Points?,yes,1.0,2025-12,high,last_preclose,1766544004,1766541600.0,2404.0,0.97,True,0.0009000000000000016,0.030000000000000027
KXNCAAMBTOTAL-25DEC06DUKEMSU-141,Duke at Michigan St.: Total Points,no,0.0,2025-12,high,last_preclose,1765049791,1765047600.0,2191.0,0.05,True,0.0025000000000000005,0.05
KXNCAAMBTOTAL-25DEC13GWFLA-163,George Washington at Florida: Total Points,no,0.0,2025-12,high,last_preclose,1765668376,1765666800.0,1576.0,0.01,True,0.0001,0.01
KXNCAAWBGAME-25DEC02ESCSEA-ESC,Evergreen St. at Seattle Winner?,no,0.0,2025-12,high,last_preclose,1764710422,1764709200.0,1222.0,0.01,True,0.0001,0.01
KXNCAAWBGAME-25NOV30MSUCLEM-CLEM,Michigan St. at Clemson Winner?,no,0.0,2025-12,high,last_preclose,1764553786,1764550800.0,2986.0,0.05,True,0.0025000000000000005,0.05
KXNFLFIRSTTD-25DEC21PITDET-PITARODGERS8,Pittsburgh at Detroit: First Touchdown Scorer: Aaron Rodgers,no,0.0,2025-12,high,last_preclose,1766366123,1766358000.0,8123.0,0.03,True,0.0009,0.03
KXNFLFIRSTTD-25DEC28NENYJ-NOTD,New England at New York J: First Touchdown Scorer: No Touchdown,no,0.0,2025-12,high,last_preclose,1766945457,1766944800.0,657.0,0.02,True,0.0004,0.02
KXNFLPREPACK3ML-25DEC14DENGBLADETSEAIND-GBLAIND,"Green Bay wins against Denver, Los Angeles R wins against Detroit, Indianapolis wins against Seattle",no,0.0,2025-12,high,last_preclose,1765759512,1765756800.0,2712.0,0.11,True,0.0121,0.11
KXNFLSPREAD-25DEC28CHISF-CHI9,Chicago wins by over 9.5 points?,no,0.0,2025-12,high,last_preclose,1766984078,1766980800.0,3278.0,0.07,True,0.004900000000000001,0.07
KXNFLTOTAL-25DEC15MIAPIT-30,Miami at Pittsburgh: Total Points,yes,1.0,2025-12,high,last_preclose,1765859679,1765857600.0,2079.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNHLGAME-25DEC27NSHSTL-STL,Nashville vs St. Louis Winner?,yes,1.0,2025-12,high,last_preclose,1766895941,1766894400.0,1541.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXUCLGAME-25DEC09ALMOLY-TIE,Kairat vs Olympiacos Winner?,no,0.0,2025-12,high,last_preclose,1765301414,1765299600.0,1814.0,0.5,True,0.25,0.5
KXUELGAME-25DEC11SCFRBS-RBS,Freiburg vs Salzburg Winner?,no,0.0,2025-12,high,last_preclose,1765490447,1765490400.0,47.0,0.01,True,0.0001,0.01
KXHONDURASPRESIDENTMOV-25NOV30-60,Will Election winner's margin in the 2025 Honduras Presidential election be between 21 and 100?,no,0.0,2025-12,low,last_preclose,1766970454,1766293200.0,677254.0,0.04,True,0.0016,0.04
KXNBAAST-25DEC20PORSAC-PORDAVDIJA8-8,Deni Avdija records 8+ assists,yes,1.0,2025-12,low,last_preclose,1766297673,1766293200.0,4473.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAPTS-25DEC18HOUNOP-NOPTMURPHY25-10,Trey Murphy III records 10+ points,yes,1.0,2025-12,low,last_preclose,1766117215,1766109600.0,7615.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAPTS-25DEC23NYKMIN-MINAEDWARDS5-25,Anthony Edwards records 25+ points,yes,1.0,2025-12,low,last_preclose,1766548206,1766545200.0,3006.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAPTS-25DEC23TORMIA-MIABADEBAYO13-30,Bam Adebayo records 30+ points,no,0.0,2025-12,low,last_preclose,1766545859,1766541600.0,4259.0,0.1,True,0.010000000000000002,0.1
KXNBAREB-25DEC03CHANYK-CHALBALLPG-2,LaMelo Ball records 2+ rebounds,yes,1.0,2025-12,low,last_preclose,1764817797,1764810000.0,7797.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAREB-25DEC18ORLDEN-ORLPBANCHERO5-4,Paolo Banchero records 4+ rebounds,yes,1.0,2025-12,low,last_preclose,1766118868,1766113200.0,5668.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAREB-25DEC26LACPOR-LACKLEONARD2-6,Kawhi Leonard records 6+ rebounds,yes,1.0,2025-12,low,last_preclose,1766814602,1766808000.0,6602.0,0.94,True,0.0036000000000000064,0.06000000000000005
KXNCAAF-26-CHAR,Will the Charlotte win the College Football Playoff National Championship?,no,0.0,2025-12,low,last_preclose,1765227781,1758585600.0,6642181.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25DEC01TARLCIN-CIN32,Cincinnati wins by over 32.5 Points?,no,0.0,2025-12,low,last_preclose,1764642631,1764640800.0,1831.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25DEC06PENNVILL-VILL34,Villanova wins by over 34.5 Points?,no,0.0,2025-12,low,last_preclose,1765077325,1765076400.0,925.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25DEC14KENTPORT-KENT13,Kent St. wins by over 13.5 Points?,no,0.0,2025-12,low,last_preclose,1765758292,1765756800.0,1492.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25DEC15NIAGVCU-VCU44,VCU wins by over 44.5 Points?,no,0.0,2025-12,low,last_preclose,1765852191,1765846800.0,5391.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25DEC20CHSIND-IND45,Indiana wins by over 45.5 Points?,no,0.0,2025-12,low,last_preclose,1766262157,1766260800.0,1357.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-25DEC30UNMBSU-BSU20,Boise St. wins by over 20.5 Points?,no,0.0,2025-12,low,last_preclose,1767162875,1767160800.0,2075.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25DEC13JKSTNW-137,Jackson St. at Northwestern: Total Points,yes,1.0,2025-12,low,last_preclose,1765660914,1765659600.0,1314.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC13MHUDAV-134,Mercyhurst at Davidson: Total Points,no,0.0,2025-12,low,last_preclose,1765660620,1765659600.0,1020.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-25DEC18WCUUGA-154,Western Carolina at Georgia: Total Points,yes,1.0,2025-12,low,last_preclose,1766112067,1766109600.0,2467.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC21CSFOKST-179,Cal State Fullerton at Oklahoma St.: Total Points,yes,1.0,2025-12,low,last_preclose,1766353636,1766343600.0,10036.0,0.46,True,0.2916,0.54
KXNCAAMBTOTAL-25DEC22PVLSU-156,Prairie View A&M at LSU: Total Points,yes,1.0,2025-12,low,last_preclose,1766458522,1766451600.0,6922.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-25DEC30BUTCREI-137,Butler at Creighton: Total Points,yes,1.0,2025-12,low,last_preclose,1767156034,1767153600.0,2434.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLANYTD-25DEC07CINBUF-CINDST,Cincinnati at Buffalo: Anytime Touchdown Scorer: Cincinnati D/ST,no,0.0,2025-12,low,last_preclose,1765143952,1765134000.0,9952.0,0.15,True,0.0225,0.15
KXNFLFIRSTTD-25DEC07INDJAC-INDDST,Indianapolis at Jacksonville: First Touchdown Scorer: Indianapolis D/ST,no,0.0,2025-12,low,last_preclose,1765143661,1765130400.0,13261.0,0.01,True,0.0001,0.01
KXNFLPASSYDS-25DEC14LACKC-LACJHERBERT10-350,Justin Herbert records 350+ passing yards,no,0.0,2025-12,low,last_preclose,1765748718,1765702800.0,45918.0,0.1,True,0.010000000000000002,0.1
KXNFLPASSYDS-25DEC25DENKC-KCCOLADOKUN19-300,Chris Oladokun records 300+ passing yards,no,0.0,2025-12,low,last_preclose,1766723408,1766685600.0,37808.0,0.05,True,0.0025000000000000005,0.05
KXNFLPASSYDS-25NOV30BUFPIT-PITARODGERS8-350,Aaron Rodgers records 350+ passing yards,no,0.0,2025-12,low,last_preclose,1764549308,1764547200.0,2108.0,0.01,True,0.0001,0.01
KXNFLREC-25DEC07CINBUF-BUFKCOLEMAN0-3,Keon Coleman records 3+ receptions,no,0.0,2025-12,low,last_preclose,1765144522,1765130400.0,14122.0,0.34,True,0.11560000000000002,0.34
KXNFLREC-25DEC07SEAATL-ATLDMOONEY1-3,Darnell Mooney records 3+ receptions,no,0.0,2025-12,low,last_preclose,1765143066,1765134000.0,9066.0,0.56,True,0.31360000000000005,0.56
KXNFLREC-25DEC14BUFNE-NESDIGGS8-3,Stefon Diggs records 3+ receptions,yes,1.0,2025-12,low,last_preclose,1765748118,1765746000.0,2118.0,0.89,True,0.012099999999999998,0.10999999999999999
KXNFLREC-25DEC14INDSEA-SEACKUPP10-3,Cooper Kupp records 3+ receptions,yes,1.0,2025-12,low,last_preclose,1765760116,1765753200.0,6916.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNFLRECYDS-25DEC07LAARI-LADADAMS17-80,Davante Adams records 80+ receiving yards,no,0.0,2025-12,low,last_preclose,1765154433,1765144800.0,9633.0,0.2,True,0.04000000000000001,0.2
KXNFLTEAMTOTAL-25DEC07HOUKC-HOU7,Houston at Kansas City: Team Totals: Houston,yes,1.0,2025-12,low,last_preclose,1765181795,1765166400.0,15395.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNHLAST-25DEC27COLVGK-COLMNECAS88-2,Martin Necas records 2+ assists,no,0.0,2025-12,low,last_preclose,1766901702,1766894400.0,7302.0,0.26,True,0.06760000000000001,0.26
KXNHLGOAL-25DEC02TBNYI-TBBHAGEL38,TB Lightning at NYI Islanders: Anytime Goal: Brandon Hagel,no,0.0,2025-12,low,last_preclose,1764729368,1764727200.0,2168.0,0.24,True,0.0576,0.24
KXNHLGOAL-25DEC07CHIANA-CHISRINZEL6,CHI Blackhawks at ANA Ducks: Anytime Goal: Sam Rinzel,no,0.0,2025-12,low,last_preclose,1765166499,1765166400.0,99.0,0.01,True,0.0001,0.01
KXNHLGOAL-25DEC13TBNYI-NYIALEE27,TB Lightning at NYI Islanders: Anytime Goal: Anders Lee,no,0.0,2025-12,low,last_preclose,1765670564,1765666800.0,3764.0,0.17,True,0.028900000000000006,0.17
