ticker,title,event_ticker,market_type,status,result,outcome,created_time,open_time,close_time,settlement_ts,volume_fp,liquidity_dollars,open_interest_fp,resolution_month,source,liquidity_proxy,liquidity_bucket,stratum,sample_seed,liquidity_proxy_column
KXNCAAFSPREAD-25NOV28ARIZASU-ARIZ3,Arizona wins by over 3.5 points?,KXNCAAFSPREAD-25NOV28ARIZASU,binary,finalized,yes,1.0,2025-11-23T14:04:44.639995Z,2025-11-23 14:47:00+00:00,2025-11-29 06:20:04.858833+00:00,2025-11-29T06:26:04.253569Z,269969.0,0.0,0.0,2025-11,historical,269969.0,high,2025-11__high,20260409,volume_fp
KXNCAAMBGAME-25NOV03ARIZFLA-FLA,Arizona at Florida Winner?,KXNCAAMBGAME-25NOV03ARIZFLA,binary,finalized,no,0.0,2025-10-28T23:56:31.267482Z,2025-10-29 00:00:00+00:00,2025-11-04 03:52:53.717365+00:00,2025-11-04T04:22:56.561462Z,1405932.0,0.0,0.0,2025-11,historical,1405932.0,high,2025-11__high,20260409,volume_fp
KXNCAAMBTOTAL-25NOV25BAYSJU-159,Baylor at St. John's: Total Points,KXNCAAMBTOTAL-25NOV25BAYSJU,binary,finalized,yes,1.0,2025-11-24T23:04:17.705552Z,2025-11-24 23:08:00+00:00,2025-11-26 00:05:55.689601+00:00,2025-11-26T00:11:56.140626Z,28417.0,0.0,0.0,2025-11,historical,28417.0,high,2025-11__high,20260409,volume_fp
KXNFLSPREAD-25NOV02CARGB-CAR2,Carolina wins by over 2.5 points?,KXNFLSPREAD-25NOV02CARGB,binary,finalized,yes,1.0,2025-10-25T18:49:21.599794Z,2025-10-25 18:54:00+00:00,2025-11-02 21:18:58.093510+00:00,2025-11-02T21:24:58.837683Z,9949.0,0.0,0.0,2025-11,historical,9949.0,high,2025-11__high,20260409,volume_fp
KXNFLSPREAD-25NOV27CINBAL-CIN3,Cincinnati wins by over 3.5 points?,KXNFLSPREAD-25NOV27CINBAL,binary,finalized,yes,1.0,2025-11-18T23:01:50.502932Z,2025-11-18 23:06:00+00:00,2025-11-28 05:00:16.062759+00:00,2025-11-28T05:06:16.995727Z,308869.0,0.0,0.0,2025-11,historical,308869.0,high,2025-11__high,20260409,volume_fp
KXNFLTOTAL-25NOV09BUFMIA-44,Buffalo at Miami: Total Points,KXNFLTOTAL-25NOV09BUFMIA,binary,finalized,no,0.0,2025-10-31T14:44:29.866824Z,2025-10-31 14:48:00+00:00,2025-11-09 21:29:48.823990+00:00,2025-11-09T21:35:48.878249Z,31497.0,0.0,0.0,2025-11,historical,31497.0,high,2025-11__high,20260409,volume_fp
KXNFLTOTAL-25NOV23ATLNO-32,Atlanta at New Orleans: Total Points,KXNFLTOTAL-25NOV23ATLNO,binary,finalized,yes,1.0,2025-11-11T23:02:26.354874Z,2025-11-11 23:06:00+00:00,2025-11-24 00:45:23.503606+00:00,2025-11-24T00:51:24.50792Z,20540.0,0.0,0.0,2025-11,historical,20540.0,high,2025-11__high,20260409,volume_fp
KXNFLTOTAL-25NOV23MINGB-34,Minnesota at Green Bay: Total Points,KXNFLTOTAL-25NOV23MINGB,binary,finalized,no,0.0,2025-11-11T23:01:52.440281Z,2025-11-11 23:06:00+00:00,2025-11-23 21:00:55.110279+00:00,2025-11-23T21:07:05.289233Z,59300.0,0.0,0.0,2025-11,historical,59300.0,high,2025-11__high,20260409,volume_fp
KXNHLGAME-25NOV18CBJWPG-WPG,Columbus vs Winnipeg Winner?,KXNHLGAME-25NOV18CBJWPG,binary,finalized,yes,1.0,2025-11-16T02:01:29.496714Z,2025-11-16 07:06:00+00:00,2025-11-19 04:09:54.376075+00:00,2025-11-19T04:19:14.387992Z,91196.0,0.0,0.0,2025-11,historical,91196.0,high,2025-11__high,20260409,volume_fp
KXNHLGAME-25NOV19BOSANA-BOS,Boston vs Anaheim Winner?,KXNHLGAME-25NOV19BOSANA,binary,finalized,no,0.0,2025-11-17T05:01:16.572516Z,2025-11-17 10:05:00+00:00,2025-11-20 06:34:40.320445+00:00,2025-11-20T06:44:00.28334Z,563541.0,0.0,0.0,2025-11,historical,563541.0,high,2025-11__high,20260409,volume_fp
KXBOOKAWARDSYPLIT-25-TEA,Will The Teacher of Nomad Land: A World War II Story win Young People's Literature at the 76th National Book Awards?,KXBOOKAWARDSYPLIT-25,binary,finalized,yes,1.0,2025-09-24T21:44:05.367769Z,2025-09-25 14:00:00+00:00,2025-11-20 15:02:42.561562+00:00,2025-11-20T15:32:45.137867Z,300.0,0.0,0.0,2025-11,historical,300.0,low,2025-11__low,20260409,volume_fp
KXEPLSPREAD-25NOV08CFCWOL-WOL2,Wolverhampton wins by over 2.5 goals?,KXEPLSPREAD-25NOV08CFCWOL,binary,finalized,no,0.0,2025-11-04T19:16:08.569523Z,2025-11-04 19:20:00+00:00,2025-11-08 21:59:44.846635+00:00,2025-11-08T22:05:44.762811Z,434.0,0.0,0.0,2025-11,historical,434.0,low,2025-11__low,20260409,volume_fp
KXNBAREB-25NOV25ATLWAS-ATLJJOHNSONPF-10,Jalen Johnson records 10+ rebounds,KXNBAREB-25NOV25ATLWAS,binary,finalized,no,0.0,2025-11-25T06:58:50.780755Z,2025-11-25 07:03:00+00:00,2025-11-26 02:34:32.353008+00:00,2025-11-26T02:40:32.353638Z,700.0,0.0,0.0,2025-11,historical,700.0,low,2025-11__low,20260409,volume_fp
KXNBAREB-25NOV28DALLAL-LALLDONCICPG-8,Luka Dončić records 8+ rebounds,KXNBAREB-25NOV28DALLAL,binary,finalized,no,0.0,2025-11-28T06:13:54.90796Z,2025-11-28 06:18:00+00:00,2025-11-29 06:04:32.944161+00:00,2025-11-29T06:10:33.003958Z,325.0,0.0,0.0,2025-11,historical,325.0,low,2025-11__low,20260409,volume_fp
KXNCAAFSPREAD-25NOV18WMUNIU-NIU6,Northern Illinois wins by over 6.5 points?,KXNCAAFSPREAD-25NOV18WMUNIU,binary,finalized,no,0.0,2025-11-16T20:06:50.782128Z,2025-11-16 20:49:00+00:00,2025-11-19 04:39:36.600315+00:00,2025-11-19T04:45:36.558059Z,424.0,0.0,0.0,2025-11,historical,424.0,low,2025-11__low,20260409,volume_fp
KXNCAAFSPREAD-25NOV29UTEPDEL-UTEP7,UTEP wins by over 7.5 points?,KXNCAAFSPREAD-25NOV29UTEPDEL,binary,finalized,no,0.0,2025-11-23T20:05:02.611107Z,2025-11-23 20:48:00+00:00,2025-11-29 22:56:01.080006+00:00,2025-11-29T23:02:18.718541Z,310.0,0.0,0.0,2025-11,historical,310.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV11NAUARIZ-ARIZ25,Arizona wins by over 25.5 Points?,KXNCAAMBSPREAD-25NOV11NAUARIZ,binary,finalized,yes,1.0,2025-11-11T02:04:18.787312Z,2025-11-11 02:07:00+00:00,2025-11-12 04:14:47.711341+00:00,2025-11-12T04:20:54.216381Z,277.0,0.0,0.0,2025-11,historical,277.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV14COLGILL-ILL44,Illinois wins by over 44.5 Points?,KXNCAAMBSPREAD-25NOV14COLGILL,binary,finalized,no,0.0,2025-11-14T02:03:44.980529Z,2025-11-14 02:07:00+00:00,2025-11-15 04:09:59.608360+00:00,2025-11-15T04:15:59.35319Z,315.0,0.0,0.0,2025-11,historical,315.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV14HPUAB-UAB7,UAB wins by over 7.5 Points?,KXNCAAMBSPREAD-25NOV14HPUAB,binary,finalized,yes,1.0,2025-11-14T02:03:20.875206Z,2025-11-14 02:06:00+00:00,2025-11-15 03:35:10.123164+00:00,2025-11-15T03:41:10.147183Z,297.0,0.0,0.0,2025-11,historical,297.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV15WMSJU-SJU37,St. John's wins by over 37.5 Points?,KXNCAAMBSPREAD-25NOV15WMSJU,binary,finalized,no,0.0,2025-11-15T02:03:02.637524Z,2025-11-15 02:07:00+00:00,2025-11-16 01:30:13.398118+00:00,2025-11-16T01:36:16.351185Z,296.0,0.0,0.0,2025-11,historical,296.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV17RICETENN-TENN12,Tennessee wins by over 12.5 Points?,KXNCAAMBSPREAD-25NOV17RICETENN,binary,finalized,yes,1.0,2025-11-16T23:03:04.62877Z,2025-11-16 23:06:00+00:00,2025-11-18 04:04:44.372573+00:00,2025-11-18T04:10:44.405509Z,311.0,0.0,0.0,2025-11,historical,311.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV18SACUCLA-UCLA39,UCLA wins by over 39.5 Points?,KXNCAAMBSPREAD-25NOV18SACUCLA,binary,finalized,no,0.0,2025-11-18T02:04:06.67677Z,2025-11-18 02:07:00+00:00,2025-11-19 06:24:32.088799+00:00,2025-11-19T06:30:36.757446Z,250.0,0.0,0.0,2025-11,historical,250.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV18UTMFSU-FSU7,Florida St. wins by over 7.5 Points?,KXNCAAMBSPREAD-25NOV18UTMFSU,binary,finalized,yes,1.0,2025-11-18T02:03:09.152868Z,2025-11-18 02:07:00+00:00,2025-11-19 03:20:36.141012+00:00,2025-11-19T03:26:36.483122Z,261.0,0.0,0.0,2025-11,historical,261.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV20TROYUSC-USC28,USC wins by over 28.5 Points?,KXNCAAMBSPREAD-25NOV20TROYUSC,binary,finalized,no,0.0,2025-11-19T23:04:37.791321Z,2025-11-19 23:08:00+00:00,2025-11-21 06:54:34.529337+00:00,2025-11-21T07:00:34.248401Z,389.0,0.0,0.0,2025-11,historical,389.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV21CHARAPP-CHAR6,Charlotte wins by over 6.5 Points?,KXNCAAMBSPREAD-25NOV21CHARAPP,binary,finalized,no,0.0,2025-11-21T02:04:55.743018Z,2025-11-21 02:08:00+00:00,2025-11-22 01:56:03.536147+00:00,2025-11-22T02:02:03.866898Z,492.0,0.0,0.0,2025-11,historical,492.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV21USUTULN-USU23,Utah St. wins by over 23.5 Points?,KXNCAAMBSPREAD-25NOV21USUTULN,binary,finalized,no,0.0,2025-11-21T02:04:47.221327Z,2025-11-21 02:08:00+00:00,2025-11-21 21:16:04.055896+00:00,2025-11-21T21:22:04.242499Z,449.0,0.0,0.0,2025-11,historical,449.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV22PROVPSU-PROV10,Providence wins by over 10.5 Points?,KXNCAAMBSPREAD-25NOV22PROVPSU,binary,finalized,yes,1.0,2025-11-21T23:04:04.180574Z,2025-11-21 23:07:00+00:00,2025-11-23 00:00:07.592609+00:00,2025-11-23T00:06:07.88342Z,250.0,0.0,0.0,2025-11,historical,250.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV24GWMTU-MTU8,Middle Tennessee wins by over 8.5 Points?,KXNCAAMBSPREAD-25NOV24GWMTU,binary,finalized,no,0.0,2025-11-24T14:04:28.587662Z,2025-11-24 14:07:00+00:00,2025-11-25 01:25:10.083909+00:00,2025-11-25T01:31:11.114767Z,634.0,0.0,0.0,2025-11,historical,634.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV27ARKDUKE-ARK4,Arkansas wins by over 4.5 Points?,KXNCAAMBSPREAD-25NOV27ARKDUKE,binary,finalized,no,0.0,2025-11-26T20:04:50.488996Z,2025-11-26 20:08:00+00:00,2025-11-28 03:49:51.559617+00:00,2025-11-28T03:55:51.571066Z,255.0,0.0,0.0,2025-11,historical,255.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBSPREAD-25NOV28PROVFLA-PROV1,Providence wins by over 1.5 Points?,KXNCAAMBSPREAD-25NOV28PROVFLA,binary,finalized,no,0.0,2025-11-28T08:03:05.743386Z,2025-11-28 08:06:00+00:00,2025-11-28 22:55:26.222815+00:00,2025-11-28T23:01:49.959213Z,250.0,0.0,0.0,2025-11,historical,250.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV08PACNEV-143,Pacific at Nevada: Total Points,KXNCAAMBTOTAL-25NOV08PACNEV,binary,finalized,yes,1.0,2025-11-07T23:04:30.222107Z,2025-11-07 23:08:00+00:00,2025-11-09 06:19:27.295955+00:00,2025-11-09T06:25:27.94347Z,628.0,0.0,0.0,2025-11,historical,628.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV08PROVVT-154,Providence at Virginia Tech: Total Points,KXNCAAMBTOTAL-25NOV08PROVVT,binary,finalized,yes,1.0,2025-11-07T23:04:02.975373Z,2025-11-07 23:07:00+00:00,2025-11-09 00:25:07.272774+00:00,2025-11-09T00:31:07.750254Z,517.0,0.0,0.0,2025-11,historical,517.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV10NIUGC-176,Northern Illinois at Grand Canyon: Total Points,KXNCAAMBTOTAL-25NOV10NIUGC,binary,finalized,no,0.0,2025-11-10T02:03:17.312643Z,2025-11-10 02:06:00+00:00,2025-11-11 04:54:31.365604+00:00,2025-11-11T05:01:32.330333Z,201.0,0.0,0.0,2025-11,historical,201.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV11AMCCKU-162,Texas A&M-Corpus Christi at Kansas: Total Points,KXNCAAMBTOTAL-25NOV11AMCCKU,binary,finalized,no,0.0,2025-11-11T05:03:52.902699Z,2025-11-11 05:07:00+00:00,2025-11-12 03:20:37.069497+00:00,2025-11-12T03:26:38.216179Z,129.0,0.0,0.0,2025-11,historical,129.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV11EIUND-141,Eastern Illinois at Notre Dame: Total Points,KXNCAAMBTOTAL-25NOV11EIUND,binary,finalized,no,0.0,2025-11-11T02:04:02.023143Z,2025-11-11 02:07:00+00:00,2025-11-12 03:05:31.221724+00:00,2025-11-12T03:11:31.219373Z,300.0,0.0,0.0,2025-11,historical,300.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV11MURRSMU-160,Murray St. at SMU: Total Points,KXNCAAMBTOTAL-25NOV11MURRSMU,binary,finalized,yes,1.0,2025-11-11T02:04:10.484478Z,2025-11-11 02:07:00+00:00,2025-11-12 04:00:04.760089+00:00,2025-11-12T04:06:05.220903Z,235.0,0.0,0.0,2025-11,historical,235.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV12UALRMARQ-158,Little Rock at Marquette: Total Points,KXNCAAMBTOTAL-25NOV12UALRMARQ,binary,finalized,no,0.0,2025-11-11T21:48:01.101323Z,2025-11-11 21:52:00+00:00,2025-11-13 04:04:56.810917+00:00,2025-11-13T04:10:57.216987Z,250.0,0.0,0.0,2025-11,historical,250.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV21PFWSLU-150,Purdue Fort Wayne at Saint Louis: Total Points,KXNCAAMBTOTAL-25NOV21PFWSLU,binary,finalized,yes,1.0,2025-11-21T02:05:14.291936Z,2025-11-21 02:08:00+00:00,2025-11-22 03:05:46.630898+00:00,2025-11-22T03:11:46.866207Z,339.0,0.0,0.0,2025-11,historical,339.0,low,2025-11__low,20260409,volume_fp
KXNCAAMBTOTAL-25NOV28DEPGT-158,DePaul at Georgia Tech: Total Points,KXNCAAMBTOTAL-25NOV28DEPGT,binary,finalized,no,0.0,2025-11-27T23:03:31.685718Z,2025-11-27 23:07:00+00:00,2025-11-29 03:19:53.199145+00:00,2025-11-29T03:25:54.168015Z,200.0,0.0,0.0,2025-11,historical,200.0,low,2025-11__low,20260409,volume_fp
KXNFLFIRSTTD-25NOV02LACTEN-TENEAYOMANOR5,Los Angeles C at Tennessee: First Touchdown Scorer: Elic Ayomanor,KXNFLFIRSTTD-25NOV02LACTEN,binary,finalized,no,0.0,2025-10-31T23:13:14.407509Z,2025-10-31 23:17:00+00:00,2025-11-02 19:00:55.616367+00:00,2025-11-02T19:05:58.829056Z,5.0,0.0,0.0,2025-11,historical,5.0,low,2025-11__low,20260409,volume_fp
KXNFLPASSYDS-25NOV09PITLAC-PITARODGERS8-350,Aaron Rodgers records 350+ passing yards,KXNFLPASSYDS-25NOV09PITLAC,binary,finalized,no,0.0,2025-11-08T01:13:00.827269Z,2025-11-08 01:17:00+00:00,2025-11-10 04:44:31.646212+00:00,2025-11-10T04:50:32.755993Z,135.0,0.0,0.0,2025-11,historical,135.0,low,2025-11__low,20260409,volume_fp
KXNFLREC-25NOV13NYJNE-NESDIGGS8-6,Stefon Diggs records 6+ receptions,KXNFLREC-25NOV13NYJNE,binary,finalized,yes,1.0,2025-11-12T02:45:58.700711Z,2025-11-12 02:50:00+00:00,2025-11-14 04:29:37.133592+00:00,2025-11-14T04:35:38.062374Z,634.0,0.0,0.0,2025-11,historical,634.0,low,2025-11__low,20260409,volume_fp
KXNFLREC-25NOV23MINGB-MINJJEFFERSON18-5,Justin Jefferson records 5+ receptions,KXNFLREC-25NOV23MINGB,binary,finalized,no,0.0,2025-11-21T20:39:38.109707Z,2025-11-21 20:44:00+00:00,2025-11-23 21:26:27.517032+00:00,2025-11-23T21:32:28.275056Z,9.0,0.0,0.0,2025-11,historical,9.0,low,2025-11__low,20260409,volume_fp
KXNFLREC-25NOV24CARSF-CARJSANDERS0-1,Ja'Tavion Sanders records 1+ receptions,KXNFLREC-25NOV24CARSF,binary,finalized,yes,1.0,2025-11-21T20:40:05.429132Z,2025-11-21 20:44:00+00:00,2025-11-25 04:20:10.171095+00:00,2025-11-25T04:26:10.416366Z,50.0,0.0,0.0,2025-11,historical,50.0,low,2025-11__low,20260409,volume_fp
KXNFLRECYDS-25NOV02JACLV-JACPWASHINGTON11-50,Parker Washington records 50+ receiving yards,KXNFLRECYDS-25NOV02JACLV,binary,finalized,yes,1.0,2025-10-31T23:19:47.479902Z,2025-10-31 23:24:00+00:00,2025-11-03 01:06:11.562621+00:00,2025-11-03T01:12:11.883358Z,400.0,0.0,0.0,2025-11,historical,400.0,low,2025-11__low,20260409,volume_fp
KXNFLRECYDS-25NOV16WASMIA-WASJBATES87-30,John Bates records 30+ receiving yards,KXNFLRECYDS-25NOV16WASMIA,binary,finalized,no,0.0,2025-11-16T03:43:24.356492Z,2025-11-16 03:48:00+00:00,2025-11-16 17:55:00.602114+00:00,2025-11-16T18:01:01.175954Z,67.0,0.0,0.0,2025-11,historical,67.0,low,2025-11__low,20260409,volume_fp
KXNFLRECYDS-25NOV23NYJBAL-BALZFLOWERS4-50,Zay Flowers records 50+ receiving yards,KXNFLRECYDS-25NOV23NYJBAL,binary,finalized,yes,1.0,2025-11-21T20:26:53.699603Z,2025-11-21 20:31:00+00:00,2025-11-23 21:20:44.451685+00:00,2025-11-23T21:26:44.27576Z,194.0,0.0,0.0,2025-11,historical,194.0,low,2025-11__low,20260409,volume_fp
KXNFLRSHYDS-25NOV16BALCLE-BALLJACKSON8-50,Lamar Jackson records 50+ rushing yards,KXNFLRSHYDS-25NOV16BALCLE,binary,finalized,no,0.0,2025-11-14T22:05:41.30944Z,2025-11-14 22:09:00+00:00,2025-11-17 00:44:40.335201+00:00,2025-11-17T00:50:40.353661Z,127.0,0.0,0.0,2025-11,historical,127.0,low,2025-11__low,20260409,volume_fp
KXPGATOUR-WOWTC25-BTHO,Will Braden Thornberry win the World Wide Technology Championship?,KXPGATOUR-WOWTC25,binary,finalized,no,0.0,2025-11-01T00:00:55.515955Z,2025-11-01 00:05:00+00:00,2025-11-09 23:43:19.592903+00:00,2025-11-09T23:44:23.096355Z,23.0,0.0,0.0,2025-11,historical,23.0,low,2025-11__low,20260409,volume_fp
KXVALPLIND-25-TNEM,Will Team Nemesis win the Predator League 2026: Indonesia?,KXVALPLIND-25,binary,finalized,no,0.0,2025-11-14T08:51:09.66303Z,2025-11-14 10:00:00+00:00,2025-11-17 23:14:23.926507+00:00,2025-11-17T23:19:27.406297Z,452.0,0.0,0.0,2025-11,historical,452.0,low,2025-11__low,20260409,volume_fp
KXCDASEATS-25OCT29-B15,Will Christian Democratic Appeal (CDA) win below 15 seats in 2025 Dutch general election?,KXCDASEATS-25OCT29,binary,finalized,no,0.0,2025-09-11T22:01:32.343827Z,2025-09-12 14:00:00+00:00,2025-11-07 22:18:57.744318+00:00,2025-11-07T22:49:00.840685Z,2418.0,0.0,0.0,2025-11,historical,2418.0,mid,2025-11__mid,20260409,volume_fp
KXNBAPTS-25NOV26NYKCHA-NYKJBRUNSONPG-25,Jalen Brunson records 25+ points,KXNBAPTS-25NOV26NYKCHA,binary,finalized,yes,1.0,2025-11-26T07:12:20.867761Z,2025-11-26 07:17:00+00:00,2025-11-27 03:34:38.370288+00:00,2025-11-27T03:40:39.305839Z,1027.0,0.0,0.0,2025-11,historical,1027.0,mid,2025-11__mid,20260409,volume_fp
KXNBASPREAD-25NOV11DENSAC-SAC7,Sacramento wins by over 7.5 Points?,KXNBASPREAD-25NOV11DENSAC,binary,finalized,no,0.0,2025-11-11T02:00:58.71688Z,2025-11-11 02:05:00+00:00,2025-11-12 06:49:27.990437+00:00,2025-11-12T06:55:29.64179Z,5161.0,0.0,0.0,2025-11,historical,5161.0,mid,2025-11__mid,20260409,volume_fp
KXNBATOTAL-25NOV03SACDEN-242,Sacramento at Denver: Total Points,KXNBATOTAL-25NOV03SACDEN,binary,finalized,yes,1.0,2025-11-03T02:02:13.307181Z,2025-11-03 02:06:00+00:00,2025-11-04 04:44:58.498196+00:00,2025-11-04T04:50:58.677392Z,1127.0,0.0,0.0,2025-11,historical,1127.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFSPREAD-25NOV01PITTSTAN-PITT9,Pittsburgh wins by over 9.5 points?,KXNCAAFSPREAD-25NOV01PITTSTAN,binary,finalized,yes,1.0,2025-10-29T17:56:12.324787Z,2025-10-29 17:59:00+00:00,2025-11-02 00:35:50.201312+00:00,2025-11-02T00:41:50.915242Z,6359.0,0.0,0.0,2025-11,historical,6359.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFSPREAD-25NOV01WVUHOU-HOU10,Houston wins by over 10.5 points?,KXNCAAFSPREAD-25NOV01WVUHOU,binary,finalized,no,0.0,2025-10-29T17:55:42.302482Z,2025-10-29 17:59:00+00:00,2025-11-01 20:52:11.352601+00:00,2025-11-01T20:58:11.924819Z,7405.0,0.0,0.0,2025-11,historical,7405.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFSPREAD-25NOV22KSUUTAH-UTAH23,Utah wins by over 23.5 points?,KXNCAAFSPREAD-25NOV22KSUUTAH,binary,finalized,no,0.0,2025-11-16T20:08:35.078262Z,2025-11-16 20:51:00+00:00,2025-11-23 01:55:19.473262+00:00,2025-11-23T02:01:20.283239Z,4130.0,0.0,0.0,2025-11,historical,4130.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFSPREAD-25NOV22MINNNW-NW17,Northwestern wins by over 17.5 points?,KXNCAAFSPREAD-25NOV22MINNNW,binary,finalized,no,0.0,2025-11-16T20:07:08.233909Z,2025-11-16 20:49:00+00:00,2025-11-22 21:11:49.589772+00:00,2025-11-22T21:17:50.704532Z,2770.0,0.0,0.0,2025-11,historical,2770.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFSPREAD-25NOV22TENNFLA-FLA3,Florida wins by over 3.5 points?,KXNCAAFSPREAD-25NOV22TENNFLA,binary,finalized,no,0.0,2025-11-16T20:08:55.890866Z,2025-11-16 20:51:00+00:00,2025-11-23 04:45:01.281920+00:00,2025-11-23T04:51:01.919794Z,3795.0,0.0,0.0,2025-11,historical,3795.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFTOTAL-25NOV08KUARIZ-56,Kansas at Arizona: Total Points,KXNCAAFTOTAL-25NOV08KUARIZ,binary,finalized,no,0.0,2025-11-08T14:12:47.774532Z,2025-11-08 14:43:00+00:00,2025-11-09 00:45:27.493400+00:00,2025-11-09T00:51:27.745907Z,7063.0,0.0,0.0,2025-11,historical,7063.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFTOTAL-25NOV15MDILL-44,Maryland at Illinois: Total Points,KXNCAAFTOTAL-25NOV15MDILL,binary,finalized,no,0.0,2025-11-09T20:08:01.177411Z,2025-11-09 20:50:00+00:00,2025-11-16 00:50:30.998638+00:00,2025-11-16T00:56:31.146266Z,798.0,0.0,0.0,2025-11,historical,798.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFTOTAL-25NOV22NEVWYO-38,Nevada at Wyoming: Total Points,KXNCAAFTOTAL-25NOV22NEVWYO,binary,finalized,no,0.0,2025-11-16T20:07:59.119145Z,2025-11-16 20:50:00+00:00,2025-11-22 22:36:22.832884+00:00,2025-11-22T22:42:22.905304Z,2911.0,0.0,0.0,2025-11,historical,2911.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFTOTAL-25NOV29COLOKSU-45,Colorado at Kansas St.: Total Points,KXNCAAFTOTAL-25NOV29COLOKSU,binary,finalized,no,0.0,2025-11-23T20:04:39.741969Z,2025-11-23 20:48:00+00:00,2025-11-29 20:31:56.672924+00:00,2025-11-29T20:37:56.283871Z,4623.0,0.0,0.0,2025-11,historical,4623.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAFTOTAL-25NOV29NDSTAN-41,Notre Dame at Stanford: Total Points,KXNCAAFTOTAL-25NOV29NDSTAN,binary,finalized,yes,1.0,2025-11-23T20:05:57.331114Z,2025-11-23 20:49:00+00:00,2025-11-30 08:49:34.441906+00:00,2025-11-30T08:55:35.109258Z,3451.0,0.0,0.0,2025-11,historical,3451.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAMBSPREAD-25NOV11MONTUNLV-UNLV3,UNLV wins by over 3.5 Points?,KXNCAAMBSPREAD-25NOV11MONTUNLV,binary,finalized,no,0.0,2025-11-11T02:04:29.116818Z,2025-11-11 02:07:00+00:00,2025-11-12 05:49:31.338328+00:00,2025-11-12T05:55:32.217218Z,1050.0,0.0,0.0,2025-11,historical,1050.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAMBSPREAD-25NOV12CPCSU-CSU19,Colorado St. wins by over 19.5 Points?,KXNCAAMBSPREAD-25NOV12CPCSU,binary,finalized,no,0.0,2025-11-11T21:47:59.307339Z,2025-11-11 21:52:00+00:00,2025-11-13 04:44:49.400408+00:00,2025-11-13T04:50:50.217956Z,1014.0,0.0,0.0,2025-11,historical,1014.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAMBSPREAD-25NOV12SIESBON-SBON10,St. Bonaventure wins by over 10.5 Points?,KXNCAAMBSPREAD-25NOV12SIESBON,binary,finalized,no,0.0,2025-11-11T21:47:50.472717Z,2025-11-11 21:52:00+00:00,2025-11-13 03:00:18.758070+00:00,2025-11-13T03:06:19.216351Z,994.0,0.0,0.0,2025-11,historical,994.0,mid,2025-11__mid,20260409,volume_fp
KXNCAAMBSPREAD-25NOV24ASUTEX-TEX13,Texas wins by over 13.5 Points?,KXNCAAMBSPREAD-25NOV24ASUTEX,binary,finalized,no,0.0,2025-11-23T23:04:47.66203Z,2025-11-23 23:08:00+00:00,2025-11-25 08:44:33.044601+00:00,2025-11-25T08:50:37.452116Z,2914.0,0.0,0.0,2025-11,historical,2914.0,mid,2025-11__mid,20260409,volume_fp
