ticker,title,result,outcome,resolution_month,liquidity_bucket,timepoint,target_ts,candle_end_ts,time_diff_seconds,implied_prob,matched
KXNCAAFGAME-25NOV15MSSTMIZZ-MIZZ,Mississippi St. at Missouri Winner?,yes,1.0,2025-11,high,1d_before_close,1763180977,1763179200.0,1777.0,0.71,True
KXNCAAFGAME-25NOV15MSSTMIZZ-MIZZ,Mississippi St. at Missouri Winner?,yes,1.0,2025-11,high,6h_before_close,1763245777,1763244000.0,1777.0,0.71,True
KXNCAAFGAME-25NOV15MSSTMIZZ-MIZZ,Mississippi St. at Missouri Winner?,yes,1.0,2025-11,high,1h_before_close,1763263777,1763262000.0,1777.0,0.8,True
KXNCAAFGAME-25NOV15MSSTMIZZ-MIZZ,Mississippi St. at Missouri Winner?,yes,1.0,2025-11,high,last_preclose,1763267377,1763265600.0,1777.0,0.99,True
KXNCAAFGAME-25NOV15USUUNLV-UNLV,Utah St. at UNLV Winner?,yes,1.0,2025-11,high,1d_before_close,1763178879,1763179200.0,321.0,0.69,True
KXNCAAFGAME-25NOV15USUUNLV-UNLV,Utah St. at UNLV Winner?,yes,1.0,2025-11,high,6h_before_close,1763243679,1763244000.0,321.0,0.68,True
KXNCAAFGAME-25NOV15USUUNLV-UNLV,Utah St. at UNLV Winner?,yes,1.0,2025-11,high,1h_before_close,1763261679,1763262000.0,321.0,0.71,True
KXNCAAFGAME-25NOV15USUUNLV-UNLV,Utah St. at UNLV Winner?,yes,1.0,2025-11,high,last_preclose,1763265279,1763262000.0,3279.0,0.71,True
KXNCAAFGAME-25NOV22NEVWYO-WYO,Nevada at Wyoming Winner?,no,0.0,2025-11,high,1d_before_close,1763762753,1763762400.0,353.0,0.69,True
KXNCAAFGAME-25NOV22NEVWYO-WYO,Nevada at Wyoming Winner?,no,0.0,2025-11,high,6h_before_close,1763827553,1763827200.0,353.0,0.7,True
KXNCAAFGAME-25NOV22NEVWYO-WYO,Nevada at Wyoming Winner?,no,0.0,2025-11,high,1h_before_close,1763845553,1763845200.0,353.0,0.21,True
KXNCAAFGAME-25NOV22NEVWYO-WYO,Nevada at Wyoming Winner?,no,0.0,2025-11,high,last_preclose,1763849153,1763848800.0,353.0,0.19,True
KXNCAAFGAME-25NOV29FSUFLA-FLA,Florida St. at Florida Winner?,yes,1.0,2025-11,high,1d_before_close,1764378632,1764378000.0,632.0,0.5,True
KXNCAAFGAME-25NOV29FSUFLA-FLA,Florida St. at Florida Winner?,yes,1.0,2025-11,high,6h_before_close,1764443432,1764442800.0,632.0,0.51,True
KXNCAAFGAME-25NOV29FSUFLA-FLA,Florida St. at Florida Winner?,yes,1.0,2025-11,high,1h_before_close,1764461432,1764460800.0,632.0,0.86,True
KXNCAAFGAME-25NOV29FSUFLA-FLA,Florida St. at Florida Winner?,yes,1.0,2025-11,high,last_preclose,1764465032,1764464400.0,632.0,0.99,True
KXNCAAFSPREAD-25NOV01WVUHOU-HOU9,Houston wins by over 9.5 points?,no,0.0,2025-11,high,1d_before_close,1761943931,1761933600.0,10331.0,0.6,True
KXNCAAFSPREAD-25NOV01WVUHOU-HOU9,Houston wins by over 9.5 points?,no,0.0,2025-11,high,6h_before_close,1762008731,1762009200.0,469.0,0.6,True
KXNCAAFSPREAD-25NOV01WVUHOU-HOU9,Houston wins by over 9.5 points?,no,0.0,2025-11,high,1h_before_close,1762026731,,,,False
KXNCAAFSPREAD-25NOV01WVUHOU-HOU9,Houston wins by over 9.5 points?,no,0.0,2025-11,high,last_preclose,1762030331,1762023600.0,6731.0,0.01,True
KXNCAAFSPREAD-25NOV22PITTGT-PITT7,Pittsburgh wins by over 7.5 points?,yes,1.0,2025-11,high,1d_before_close,1763787287,,,,False
KXNCAAFSPREAD-25NOV22PITTGT-PITT7,Pittsburgh wins by over 7.5 points?,yes,1.0,2025-11,high,6h_before_close,1763852087,1763852400.0,313.0,0.27,True
KXNCAAFSPREAD-25NOV22PITTGT-PITT7,Pittsburgh wins by over 7.5 points?,yes,1.0,2025-11,high,1h_before_close,1763870087,1763870400.0,313.0,0.99,True
KXNCAAFSPREAD-25NOV22PITTGT-PITT7,Pittsburgh wins by over 7.5 points?,yes,1.0,2025-11,high,last_preclose,1763873687,1763870400.0,3287.0,0.99,True
KXNCAAFSPREAD-25NOV28ARIZASU-ARIZ3,Arizona wins by over 3.5 points?,yes,1.0,2025-11,high,1d_before_close,1764310804,1764306000.0,4804.0,0.41,True
KXNCAAFSPREAD-25NOV28ARIZASU-ARIZ3,Arizona wins by over 3.5 points?,yes,1.0,2025-11,high,6h_before_close,1764375604,1764374400.0,1204.0,0.4,True
KXNCAAFSPREAD-25NOV28ARIZASU-ARIZ3,Arizona wins by over 3.5 points?,yes,1.0,2025-11,high,1h_before_close,1764393604,1764392400.0,1204.0,0.73,True
KXNCAAFSPREAD-25NOV28ARIZASU-ARIZ3,Arizona wins by over 3.5 points?,yes,1.0,2025-11,high,last_preclose,1764397204,1764396000.0,1204.0,0.99,True
KXNCAAMBGAME-25NOV03ARIZFLA-FLA,Arizona at Florida Winner?,no,0.0,2025-11,high,1d_before_close,1762141973,1762142400.0,427.0,0.62,True
KXNCAAMBGAME-25NOV03ARIZFLA-FLA,Arizona at Florida Winner?,no,0.0,2025-11,high,6h_before_close,1762206773,1762207200.0,427.0,0.63,True
KXNCAAMBGAME-25NOV03ARIZFLA-FLA,Arizona at Florida Winner?,no,0.0,2025-11,high,1h_before_close,1762224773,1762225200.0,427.0,0.01,True
KXNCAAMBGAME-25NOV03ARIZFLA-FLA,Arizona at Florida Winner?,no,0.0,2025-11,high,last_preclose,1762228373,1762225200.0,3173.0,0.01,True
KXNCAAMBTOTAL-25NOV25BAYSJU-159,Baylor at St. John's: Total Points,yes,1.0,2025-11,high,1d_before_close,1764029155,,,,False
KXNCAAMBTOTAL-25NOV25BAYSJU-159,Baylor at St. John's: Total Points,yes,1.0,2025-11,high,6h_before_close,1764093955,1764093600.0,355.0,0.58,True
KXNCAAMBTOTAL-25NOV25BAYSJU-159,Baylor at St. John's: Total Points,yes,1.0,2025-11,high,1h_before_close,1764111955,1764111600.0,355.0,0.41,True
KXNCAAMBTOTAL-25NOV25BAYSJU-159,Baylor at St. John's: Total Points,yes,1.0,2025-11,high,last_preclose,1764115555,1764115200.0,355.0,0.99,True
KXNFLSPREAD-25NOV02CARGB-CAR2,Carolina wins by over 2.5 points?,yes,1.0,2025-11,high,1d_before_close,1762031938,1762020000.0,11938.0,0.11,True
KXNFLSPREAD-25NOV02CARGB-CAR2,Carolina wins by over 2.5 points?,yes,1.0,2025-11,high,6h_before_close,1762096738,1762095600.0,1138.0,0.11,True
KXNFLSPREAD-25NOV02CARGB-CAR2,Carolina wins by over 2.5 points?,yes,1.0,2025-11,high,1h_before_close,1762114738,1762113600.0,1138.0,0.26,True
KXNFLSPREAD-25NOV02CARGB-CAR2,Carolina wins by over 2.5 points?,yes,1.0,2025-11,high,last_preclose,1762118338,1762117200.0,1138.0,0.42,True
KXNFLSPREAD-25NOV27CINBAL-CIN3,Cincinnati wins by over 3.5 points?,yes,1.0,2025-11,high,1d_before_close,1764219616,1764226800.0,7184.0,0.13,True
KXNFLSPREAD-25NOV27CINBAL-CIN3,Cincinnati wins by over 3.5 points?,yes,1.0,2025-11,high,6h_before_close,1764284416,1764284400.0,16.0,0.16,True
KXNFLSPREAD-25NOV27CINBAL-CIN3,Cincinnati wins by over 3.5 points?,yes,1.0,2025-11,high,1h_before_close,1764302416,1764302400.0,16.0,0.81,True
KXNFLSPREAD-25NOV27CINBAL-CIN3,Cincinnati wins by over 3.5 points?,yes,1.0,2025-11,high,last_preclose,1764306016,1764306000.0,16.0,0.99,True
KXNFLTOTAL-25NOV09BUFMIA-44,Buffalo at Miami: Total Points,no,0.0,2025-11,high,1d_before_close,1762637388,,,,False
KXNFLTOTAL-25NOV09BUFMIA-44,Buffalo at Miami: Total Points,no,0.0,2025-11,high,6h_before_close,1762702188,1762704000.0,1812.0,0.66,True
KXNFLTOTAL-25NOV09BUFMIA-44,Buffalo at Miami: Total Points,no,0.0,2025-11,high,1h_before_close,1762720188,1762718400.0,1788.0,0.14,True
KXNFLTOTAL-25NOV09BUFMIA-44,Buffalo at Miami: Total Points,no,0.0,2025-11,high,last_preclose,1762723788,1762722000.0,1788.0,0.25,True
KXNFLTOTAL-25NOV23ATLNO-32,Atlanta at New Orleans: Total Points,yes,1.0,2025-11,high,1d_before_close,1763858723,,,,False
KXNFLTOTAL-25NOV23ATLNO-32,Atlanta at New Orleans: Total Points,yes,1.0,2025-11,high,6h_before_close,1763923523,1763928000.0,4477.0,0.75,True
KXNFLTOTAL-25NOV23ATLNO-32,Atlanta at New Orleans: Total Points,yes,1.0,2025-11,high,1h_before_close,1763941523,1763942400.0,877.0,0.99,True
KXNFLTOTAL-25NOV23ATLNO-32,Atlanta at New Orleans: Total Points,yes,1.0,2025-11,high,last_preclose,1763945123,1763942400.0,2723.0,0.99,True
KXNFLTOTAL-25NOV23MINGB-34,Minnesota at Green Bay: Total Points,no,0.0,2025-11,high,1d_before_close,1763845255,1763834400.0,10855.0,0.72,True
KXNFLTOTAL-25NOV23MINGB-34,Minnesota at Green Bay: Total Points,no,0.0,2025-11,high,6h_before_close,1763910055,1763910000.0,55.0,0.72,True
KXNFLTOTAL-25NOV23MINGB-34,Minnesota at Green Bay: Total Points,no,0.0,2025-11,high,1h_before_close,1763928055,1763928000.0,55.0,0.52,True
KXNFLTOTAL-25NOV23MINGB-34,Minnesota at Green Bay: Total Points,no,0.0,2025-11,high,last_preclose,1763931655,1763931600.0,55.0,0.01,True
KXNHLGAME-25NOV18CBJWPG-WPG,Columbus vs Winnipeg Winner?,yes,1.0,2025-11,high,1d_before_close,1763438994,1763438400.0,594.0,0.64,True
KXNHLGAME-25NOV18CBJWPG-WPG,Columbus vs Winnipeg Winner?,yes,1.0,2025-11,high,6h_before_close,1763503794,1763503200.0,594.0,0.63,True
KXNHLGAME-25NOV18CBJWPG-WPG,Columbus vs Winnipeg Winner?,yes,1.0,2025-11,high,1h_before_close,1763521794,1763521200.0,594.0,0.93,True
KXNHLGAME-25NOV18CBJWPG-WPG,Columbus vs Winnipeg Winner?,yes,1.0,2025-11,high,last_preclose,1763525394,1763524800.0,594.0,0.99,True
KXNHLGAME-25NOV19BOSANA-BOS,Boston vs Anaheim Winner?,no,0.0,2025-11,high,1d_before_close,1763534080,1763535600.0,1520.0,0.4,True
KXNHLGAME-25NOV19BOSANA-BOS,Boston vs Anaheim Winner?,no,0.0,2025-11,high,6h_before_close,1763598880,1763600400.0,1520.0,0.39,True
KXNHLGAME-25NOV19BOSANA-BOS,Boston vs Anaheim Winner?,no,0.0,2025-11,high,1h_before_close,1763616880,1763618400.0,1520.0,0.01,True
KXNHLGAME-25NOV19BOSANA-BOS,Boston vs Anaheim Winner?,no,0.0,2025-11,high,last_preclose,1763620480,1763618400.0,2080.0,0.01,True
KXBOOKAWARDSYPLIT-25-TEA,Will The Teacher of Nomad Land: A World War II Story win Young People's Literature at the 76th National Book Awards?,yes,1.0,2025-11,low,1d_before_close,1763564562,,,,False
KXBOOKAWARDSYPLIT-25-TEA,Will The Teacher of Nomad Land: A World War II Story win Young People's Literature at the 76th National Book Awards?,yes,1.0,2025-11,low,6h_before_close,1763629362,,,,False
KXBOOKAWARDSYPLIT-25-TEA,Will The Teacher of Nomad Land: A World War II Story win Young People's Literature at the 76th National Book Awards?,yes,1.0,2025-11,low,1h_before_close,1763647362,,,,False
KXBOOKAWARDSYPLIT-25-TEA,Will The Teacher of Nomad Land: A World War II Story win Young People's Literature at the 76th National Book Awards?,yes,1.0,2025-11,low,last_preclose,1763650962,1763607600.0,43362.0,0.99,True
KXEPLSPREAD-25NOV08CFCWOL-WOL2,Wolverhampton wins by over 2.5 goals?,no,0.0,2025-11,low,1d_before_close,1762552784,,,,False
KXEPLSPREAD-25NOV08CFCWOL-WOL2,Wolverhampton wins by over 2.5 goals?,no,0.0,2025-11,low,6h_before_close,1762617584,,,,False
KXEPLSPREAD-25NOV08CFCWOL-WOL2,Wolverhampton wins by over 2.5 goals?,no,0.0,2025-11,low,1h_before_close,1762635584,,,,False
KXEPLSPREAD-25NOV08CFCWOL-WOL2,Wolverhampton wins by over 2.5 goals?,no,0.0,2025-11,low,last_preclose,1762639184,1762632000.0,7184.0,0.01,True
KXNBAREB-25NOV25ATLWAS-ATLJJOHNSONPF-10,Jalen Johnson records 10+ rebounds,no,0.0,2025-11,low,1d_before_close,1764038072,,,,False
KXNBAREB-25NOV25ATLWAS-ATLJJOHNSONPF-10,Jalen Johnson records 10+ rebounds,no,0.0,2025-11,low,6h_before_close,1764102872,1764100800.0,2072.0,0.6,True
KXNBAREB-25NOV25ATLWAS-ATLJJOHNSONPF-10,Jalen Johnson records 10+ rebounds,no,0.0,2025-11,low,1h_before_close,1764120872,,,,False
KXNBAREB-25NOV25ATLWAS-ATLJJOHNSONPF-10,Jalen Johnson records 10+ rebounds,no,0.0,2025-11,low,last_preclose,1764124472,1764115200.0,9272.0,0.67,True
KXNBAREB-25NOV28DALLAL-LALLDONCICPG-8,Luka Dončić records 8+ rebounds,no,0.0,2025-11,low,1d_before_close,1764309872,,,,False
KXNBAREB-25NOV28DALLAL-LALLDONCICPG-8,Luka Dončić records 8+ rebounds,no,0.0,2025-11,low,6h_before_close,1764374672,1764374400.0,272.0,0.57,True
KXNBAREB-25NOV28DALLAL-LALLDONCICPG-8,Luka Dončić records 8+ rebounds,no,0.0,2025-11,low,1h_before_close,1764392672,,,,False
KXNBAREB-25NOV28DALLAL-LALLDONCICPG-8,Luka Dončić records 8+ rebounds,no,0.0,2025-11,low,last_preclose,1764396272,1764378000.0,18272.0,0.58,True
KXNCAAFSPREAD-25NOV18WMUNIU-NIU6,Northern Illinois wins by over 6.5 points?,no,0.0,2025-11,low,1d_before_close,1763440776,,,,False
KXNCAAFSPREAD-25NOV18WMUNIU-NIU6,Northern Illinois wins by over 6.5 points?,no,0.0,2025-11,low,6h_before_close,1763505576,1763506800.0,1224.0,0.19,True
KXNCAAFSPREAD-25NOV18WMUNIU-NIU6,Northern Illinois wins by over 6.5 points?,no,0.0,2025-11,low,1h_before_close,1763523576,,,,False
KXNCAAFSPREAD-25NOV18WMUNIU-NIU6,Northern Illinois wins by over 6.5 points?,no,0.0,2025-11,low,last_preclose,1763527176,1763521200.0,5976.0,0.01,True
KXNCAAFSPREAD-25NOV29UTEPDEL-UTEP7,UTEP wins by over 7.5 points?,no,0.0,2025-11,low,1d_before_close,1764370561,,,,False
KXNCAAFSPREAD-25NOV29UTEPDEL-UTEP7,UTEP wins by over 7.5 points?,no,0.0,2025-11,low,6h_before_close,1764435361,1764428400.0,6961.0,0.14,True
KXNCAAFSPREAD-25NOV29UTEPDEL-UTEP7,UTEP wins by over 7.5 points?,no,0.0,2025-11,low,1h_before_close,1764453361,1764453600.0,239.0,0.01,True
KXNCAAFSPREAD-25NOV29UTEPDEL-UTEP7,UTEP wins by over 7.5 points?,no,0.0,2025-11,low,last_preclose,1764456961,1764453600.0,3361.0,0.01,True
KXNCAAMBSPREAD-25NOV11NAUARIZ-ARIZ25,Arizona wins by over 25.5 Points?,yes,1.0,2025-11,low,1d_before_close,1762834487,,,,False
KXNCAAMBSPREAD-25NOV11NAUARIZ-ARIZ25,Arizona wins by over 25.5 Points?,yes,1.0,2025-11,low,6h_before_close,1762899287,,,,False
KXNCAAMBSPREAD-25NOV11NAUARIZ-ARIZ25,Arizona wins by over 25.5 Points?,yes,1.0,2025-11,low,1h_before_close,1762917287,,,,False
KXNCAAMBSPREAD-25NOV11NAUARIZ-ARIZ25,Arizona wins by over 25.5 Points?,yes,1.0,2025-11,low,last_preclose,1762920887,1762920000.0,887.0,0.99,True
KXNCAAMBSPREAD-25NOV14COLGILL-ILL44,Illinois wins by over 44.5 Points?,no,0.0,2025-11,low,1d_before_close,1763093399,,,,False
KXNCAAMBSPREAD-25NOV14COLGILL-ILL44,Illinois wins by over 44.5 Points?,no,0.0,2025-11,low,6h_before_close,1763158199,,,,False
KXNCAAMBSPREAD-25NOV14COLGILL-ILL44,Illinois wins by over 44.5 Points?,no,0.0,2025-11,low,1h_before_close,1763176199,1763175600.0,599.0,0.03,True
KXNCAAMBSPREAD-25NOV14COLGILL-ILL44,Illinois wins by over 44.5 Points?,no,0.0,2025-11,low,last_preclose,1763179799,1763179200.0,599.0,0.01,True
KXNCAAMBSPREAD-25NOV14HPUAB-UAB7,UAB wins by over 7.5 Points?,yes,1.0,2025-11,low,1d_before_close,1763091310,,,,False
KXNCAAMBSPREAD-25NOV14HPUAB-UAB7,UAB wins by over 7.5 Points?,yes,1.0,2025-11,low,6h_before_close,1763156110,,,,False
KXNCAAMBSPREAD-25NOV14HPUAB-UAB7,UAB wins by over 7.5 Points?,yes,1.0,2025-11,low,1h_before_close,1763174110,1763175600.0,1490.0,0.99,True
KXNCAAMBSPREAD-25NOV14HPUAB-UAB7,UAB wins by over 7.5 Points?,yes,1.0,2025-11,low,last_preclose,1763177710,1763175600.0,2110.0,0.99,True
KXNCAAMBSPREAD-25NOV15WMSJU-SJU37,St. John's wins by over 37.5 Points?,no,0.0,2025-11,low,1d_before_close,1763170213,,,,False
KXNCAAMBSPREAD-25NOV15WMSJU-SJU37,St. John's wins by over 37.5 Points?,no,0.0,2025-11,low,6h_before_close,1763235013,,,,False
KXNCAAMBSPREAD-25NOV15WMSJU-SJU37,St. John's wins by over 37.5 Points?,no,0.0,2025-11,low,1h_before_close,1763253013,1763254800.0,1787.0,0.01,True
KXNCAAMBSPREAD-25NOV15WMSJU-SJU37,St. John's wins by over 37.5 Points?,no,0.0,2025-11,low,last_preclose,1763256613,1763254800.0,1813.0,0.01,True
KXNCAAMBSPREAD-25NOV17RICETENN-TENN12,Tennessee wins by over 12.5 Points?,yes,1.0,2025-11,low,1d_before_close,1763352284,,,,False
KXNCAAMBSPREAD-25NOV17RICETENN-TENN12,Tennessee wins by over 12.5 Points?,yes,1.0,2025-11,low,6h_before_close,1763417084,,,,False
KXNCAAMBSPREAD-25NOV17RICETENN-TENN12,Tennessee wins by over 12.5 Points?,yes,1.0,2025-11,low,1h_before_close,1763435084,,,,False
KXNCAAMBSPREAD-25NOV17RICETENN-TENN12,Tennessee wins by over 12.5 Points?,yes,1.0,2025-11,low,last_preclose,1763438684,1763438400.0,284.0,0.99,True
KXNCAAMBSPREAD-25NOV18SACUCLA-UCLA39,UCLA wins by over 39.5 Points?,no,0.0,2025-11,low,1d_before_close,1763447072,,,,False
KXNCAAMBSPREAD-25NOV18SACUCLA-UCLA39,UCLA wins by over 39.5 Points?,no,0.0,2025-11,low,6h_before_close,1763511872,,,,False
KXNCAAMBSPREAD-25NOV18SACUCLA-UCLA39,UCLA wins by over 39.5 Points?,no,0.0,2025-11,low,1h_before_close,1763529872,,,,False
KXNCAAMBSPREAD-25NOV18SACUCLA-UCLA39,UCLA wins by over 39.5 Points?,no,0.0,2025-11,low,last_preclose,1763533472,1763532000.0,1472.0,0.01,True
KXNCAAMBSPREAD-25NOV18UTMFSU-FSU7,Florida St. wins by over 7.5 Points?,yes,1.0,2025-11,low,1d_before_close,1763436036,1763442000.0,5964.0,0.97,True
KXNCAAMBSPREAD-25NOV18UTMFSU-FSU7,Florida St. wins by over 7.5 Points?,yes,1.0,2025-11,low,6h_before_close,1763500836,,,,False
KXNCAAMBSPREAD-25NOV18UTMFSU-FSU7,Florida St. wins by over 7.5 Points?,yes,1.0,2025-11,low,1h_before_close,1763518836,,,,False
KXNCAAMBSPREAD-25NOV18UTMFSU-FSU7,Florida St. wins by over 7.5 Points?,yes,1.0,2025-11,low,last_preclose,1763522436,1763521200.0,1236.0,0.99,True
KXNCAAMBSPREAD-25NOV20TROYUSC-USC28,USC wins by over 28.5 Points?,no,0.0,2025-11,low,1d_before_close,1763621674,,,,False
KXNCAAMBSPREAD-25NOV20TROYUSC-USC28,USC wins by over 28.5 Points?,no,0.0,2025-11,low,6h_before_close,1763686474,,,,False
KXNCAAMBSPREAD-25NOV20TROYUSC-USC28,USC wins by over 28.5 Points?,no,0.0,2025-11,low,1h_before_close,1763704474,,,,False
KXNCAAMBSPREAD-25NOV20TROYUSC-USC28,USC wins by over 28.5 Points?,no,0.0,2025-11,low,last_preclose,1763708074,1763701200.0,6874.0,0.01,True
KXNCAAMBSPREAD-25NOV21CHARAPP-CHAR6,Charlotte wins by over 6.5 Points?,no,0.0,2025-11,low,1d_before_close,1763690163,,,,False
KXNCAAMBSPREAD-25NOV21CHARAPP-CHAR6,Charlotte wins by over 6.5 Points?,no,0.0,2025-11,low,6h_before_close,1763754963,,,,False
KXNCAAMBSPREAD-25NOV21CHARAPP-CHAR6,Charlotte wins by over 6.5 Points?,no,0.0,2025-11,low,1h_before_close,1763772963,,,,False
KXNCAAMBSPREAD-25NOV21CHARAPP-CHAR6,Charlotte wins by over 6.5 Points?,no,0.0,2025-11,low,last_preclose,1763776563,,,,False
KXNCAAMBSPREAD-25NOV21USUTULN-USU23,Utah St. wins by over 23.5 Points?,no,0.0,2025-11,low,1d_before_close,1763673364,,,,False
KXNCAAMBSPREAD-25NOV21USUTULN-USU23,Utah St. wins by over 23.5 Points?,no,0.0,2025-11,low,6h_before_close,1763738164,1763744400.0,6236.0,0.11,True
KXNCAAMBSPREAD-25NOV21USUTULN-USU23,Utah St. wins by over 23.5 Points?,no,0.0,2025-11,low,1h_before_close,1763756164,1763755200.0,964.0,0.01,True
KXNCAAMBSPREAD-25NOV21USUTULN-USU23,Utah St. wins by over 23.5 Points?,no,0.0,2025-11,low,last_preclose,1763759764,1763755200.0,4564.0,0.01,True
KXNCAAMBSPREAD-25NOV22PROVPSU-PROV10,Providence wins by over 10.5 Points?,yes,1.0,2025-11,low,1d_before_close,1763769607,,,,False
KXNCAAMBSPREAD-25NOV22PROVPSU-PROV10,Providence wins by over 10.5 Points?,yes,1.0,2025-11,low,6h_before_close,1763834407,,,,False
KXNCAAMBSPREAD-25NOV22PROVPSU-PROV10,Providence wins by over 10.5 Points?,yes,1.0,2025-11,low,1h_before_close,1763852407,,,,False
KXNCAAMBSPREAD-25NOV22PROVPSU-PROV10,Providence wins by over 10.5 Points?,yes,1.0,2025-11,low,last_preclose,1763856007,1763856000.0,7.0,0.99,True
KXNCAAMBSPREAD-25NOV24GWMTU-MTU8,Middle Tennessee wins by over 8.5 Points?,no,0.0,2025-11,low,1d_before_close,1763947510,,,,False
KXNCAAMBSPREAD-25NOV24GWMTU-MTU8,Middle Tennessee wins by over 8.5 Points?,no,0.0,2025-11,low,6h_before_close,1764012310,1764010800.0,1510.0,0.44,True
KXNCAAMBSPREAD-25NOV24GWMTU-MTU8,Middle Tennessee wins by over 8.5 Points?,no,0.0,2025-11,low,1h_before_close,1764030310,1764028800.0,1510.0,0.01,True
KXNCAAMBSPREAD-25NOV24GWMTU-MTU8,Middle Tennessee wins by over 8.5 Points?,no,0.0,2025-11,low,last_preclose,1764033910,1764028800.0,5110.0,0.01,True
KXNCAAMBSPREAD-25NOV27ARKDUKE-ARK4,Arkansas wins by over 4.5 Points?,no,0.0,2025-11,low,1d_before_close,1764215391,1764230400.0,15009.0,0.03,True
KXNCAAMBSPREAD-25NOV27ARKDUKE-ARK4,Arkansas wins by over 4.5 Points?,no,0.0,2025-11,low,6h_before_close,1764280191,,,,False
KXNCAAMBSPREAD-25NOV27ARKDUKE-ARK4,Arkansas wins by over 4.5 Points?,no,0.0,2025-11,low,1h_before_close,1764298191,1764298800.0,609.0,0.03,True
KXNCAAMBSPREAD-25NOV27ARKDUKE-ARK4,Arkansas wins by over 4.5 Points?,no,0.0,2025-11,low,last_preclose,1764301791,1764298800.0,2991.0,0.03,True
KXNCAAMBSPREAD-25NOV28PROVFLA-PROV1,Providence wins by over 1.5 Points?,no,0.0,2025-11,low,1d_before_close,1764284126,,,,False
KXNCAAMBSPREAD-25NOV28PROVFLA-PROV1,Providence wins by over 1.5 Points?,no,0.0,2025-11,low,6h_before_close,1764348926,,,,False
KXNCAAMBSPREAD-25NOV28PROVFLA-PROV1,Providence wins by over 1.5 Points?,no,0.0,2025-11,low,1h_before_close,1764366926,1764367200.0,274.0,0.01,True
KXNCAAMBSPREAD-25NOV28PROVFLA-PROV1,Providence wins by over 1.5 Points?,no,0.0,2025-11,low,last_preclose,1764370526,1764367200.0,3326.0,0.01,True
KXNCAAMBTOTAL-25NOV08PACNEV-143,Pacific at Nevada: Total Points,yes,1.0,2025-11,low,1d_before_close,1762582767,,,,False
KXNCAAMBTOTAL-25NOV08PACNEV-143,Pacific at Nevada: Total Points,yes,1.0,2025-11,low,6h_before_close,1762647567,,,,False
KXNCAAMBTOTAL-25NOV08PACNEV-143,Pacific at Nevada: Total Points,yes,1.0,2025-11,low,1h_before_close,1762665567,1762664400.0,1167.0,0.98,True
KXNCAAMBTOTAL-25NOV08PACNEV-143,Pacific at Nevada: Total Points,yes,1.0,2025-11,low,last_preclose,1762669167,1762668000.0,1167.0,0.99,True
KXNCAAMBTOTAL-25NOV08PROVVT-154,Providence at Virginia Tech: Total Points,yes,1.0,2025-11,low,1d_before_close,1762561507,,,,False
KXNCAAMBTOTAL-25NOV08PROVVT-154,Providence at Virginia Tech: Total Points,yes,1.0,2025-11,low,6h_before_close,1762626307,,,,False
KXNCAAMBTOTAL-25NOV08PROVVT-154,Providence at Virginia Tech: Total Points,yes,1.0,2025-11,low,1h_before_close,1762644307,,,,False
KXNCAAMBTOTAL-25NOV08PROVVT-154,Providence at Virginia Tech: Total Points,yes,1.0,2025-11,low,last_preclose,1762647907,1762646400.0,1507.0,0.99,True
KXNCAAMBTOTAL-25NOV10NIUGC-176,Northern Illinois at Grand Canyon: Total Points,no,0.0,2025-11,low,1d_before_close,1762750471,,,,False
KXNCAAMBTOTAL-25NOV10NIUGC-176,Northern Illinois at Grand Canyon: Total Points,no,0.0,2025-11,low,6h_before_close,1762815271,1762819200.0,3929.0,0.15,True
KXNCAAMBTOTAL-25NOV10NIUGC-176,Northern Illinois at Grand Canyon: Total Points,no,0.0,2025-11,low,1h_before_close,1762833271,1762833600.0,329.0,0.01,True
KXNCAAMBTOTAL-25NOV10NIUGC-176,Northern Illinois at Grand Canyon: Total Points,no,0.0,2025-11,low,last_preclose,1762836871,1762833600.0,3271.0,0.01,True
KXNCAAMBTOTAL-25NOV11AMCCKU-162,Texas A&M-Corpus Christi at Kansas: Total Points,no,0.0,2025-11,low,1d_before_close,1762831237,,,,False
KXNCAAMBTOTAL-25NOV11AMCCKU-162,Texas A&M-Corpus Christi at Kansas: Total Points,no,0.0,2025-11,low,6h_before_close,1762896037,,,,False
KXNCAAMBTOTAL-25NOV11AMCCKU-162,Texas A&M-Corpus Christi at Kansas: Total Points,no,0.0,2025-11,low,1h_before_close,1762914037,,,,False
KXNCAAMBTOTAL-25NOV11AMCCKU-162,Texas A&M-Corpus Christi at Kansas: Total Points,no,0.0,2025-11,low,last_preclose,1762917637,,,,False
KXNCAAMBTOTAL-25NOV11EIUND-141,Eastern Illinois at Notre Dame: Total Points,no,0.0,2025-11,low,1d_before_close,1762830331,,,,False
KXNCAAMBTOTAL-25NOV11EIUND-141,Eastern Illinois at Notre Dame: Total Points,no,0.0,2025-11,low,6h_before_close,1762895131,,,,False
KXNCAAMBTOTAL-25NOV11EIUND-141,Eastern Illinois at Notre Dame: Total Points,no,0.0,2025-11,low,1h_before_close,1762913131,1762912800.0,331.0,0.43,True
KXNCAAMBTOTAL-25NOV11EIUND-141,Eastern Illinois at Notre Dame: Total Points,no,0.0,2025-11,low,last_preclose,1762916731,1762916400.0,331.0,0.01,True
